,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13
1,0.08242430071146668,0.08770266761125586,0.07641945455353921,0.06378436200958387,0.07446214915184522,0.0858497241503152,0.0642484343526918,0.07379256265629341,0.05285410027860524,0.08386709994013887,0.07864891287384544,0.061645998040564684,0.068736863059758,0.011645957052232508
2,0.13261506830338787,0.10051430217760547,0.08388611101950084,0.06806476736182412,0.10336621011753555,0.12435139937112258,0.08825007964216759,0.08231296979451264,0.09697834186428302,0.09526411847149102,0.08440708067864816,0.0869164975817969,0.09087414247314166,0.020708077860513135
3,0.17467379823573823,0.12901501198995122,0.10720299359415676,0.08558967505516718,0.12854649242047222,0.15975902784070212,0.11125436403293829,0.10834503525182543,0.1341511665109326,0.11990592003393875,0.11054725238494356,0.11657943442372587,0.12117162980477644,0.029495435437483394
4,0.20945130446153304,0.15082359540776374,0.12550178451802543,0.09672801326371427,0.15028358055465352,0.18926309037764283,0.12798226017305164,0.1276344401776214,0.16647079919255298,0.13896916412180763,0.1308984521803758,0.14188401750575028,0.14634343518707027,0.03791934605026093
5,0.23831511221463872,0.1697371521824226,0.14115315077902704,0.1077691733321789,0.1678435999052483,0.21529177692440588,0.1415412562866404,0.1450236419346201,0.19547133580757747,0.1547126806814192,0.1493373124254241,0.16405604925713752,0.1673347732517766,0.04593965898707774
6,0.2622564723694804,0.1863068607368521,0.15620447022674233,0.11764171934653862,0.18361990170275816,0.2382179780526837,0.15283296496137178,0.16029529814107707,0.22196671161624326,0.16794489959662667,0.1649495045897582,0.1833984082930961,0.1859227365076151,0.05349887736483735
7,0.28231074979081927,0.20123453522647722,0.1700434654018015,0.1268815347158238,0.19744109128075238,0.2584062592771001,0.1623939220743461,0.17433977290970679,0.24639352650556617,0.1798944026752719,0.17960842018457948,0.20072139473597017,0.20240028440652388,0.060678077895254035
8,0.29912763687340505,0.21382122714333818,0.181765871409815,0.13473107935858683,0.20936049151280642,0.27581857240483065,0.17128945979146898,0.18755945328745058,0.2690063823858867,0.19063498431216744,0.19234939940764786,0.21603969880528923,0.21693563882557906,0.06751902062330792
9,0.3134678102093517,0.2258713542039025,0.1931863658093729,0.14295321495558053,0.2206153210061764,0.29160026856921856,0.17863324571507377,0.19960672422839776,0.28992431964551957,0.20092420794963034,0.20421820685501682,0.22974394199962733,0.22968586291884197,0.07410157497363627
10,0.3255774216631657,0.2362276891622488,0.202366391466277,0.1495140992423067,0.22998661931565756,0.30509624380793904,0.18575021806476724,0.2112756893960242,0.30928658456192826,0.20999511857842512,0.21449208737582506,0.24176443085189941,0.2407126137065608,0.08041632934137427
11,0.3360046884527199,0.24590388730742624,0.2108926752712289,0.15593108040416054,0.2383821540201362,0.3171093972897594,0.19190461500831013,0.2217788174375727,0.3273043407029888,0.2186886618851139,0.2240752086230677,0.2524312450958472,0.25059683670652494,0.08651342033205496
12,0.344910284534867,0.2545519168317442,0.218432003182939,0.1614283939464336,0.2460225436916986,0.32747284756499284,0.1974964108199228,0.23155886209557142,0.34415900393534415,0.22652932705759135,0.23265897995987556,0.2619066151225842,0.25912309083880697,0.0923667335535862
13,0.3525722729017483,0.26212860492840884,0.22495532189367493,0.1661235291593368,0.25261208358732995,0.33648551004893235,0.2027729701136056,0.24055698373154696,0.3599124854782286,0.23362020992524807,0.2402945741287057,0.2700817068838276,0.2666169787542772,0.09803729454973224
14,0.35919650083480226,0.26913020257157144,0.2310486699989862,0.1706735154938695,0.25875939246298635,0.34430996175239287,0.20748343544333236,0.24882827237979235,0.3746064104339504,0.24017117674850577,0.24739005142005735,0.2772890492748537,0.2731853039575536,0.10349844557440104
15,0.3649365384886455,0.2754568840112215,0.23651367792358066,0.17467421848205902,0.2643346399423369,0.3511812826344859,0.2118296573028115,0.2562874997887517,0.38826554216958686,0.24644198246295176,0.2539486003408213,0.2836267601851858,0.278866203441784,0.10878275186399532
16,0.3698596922863183,0.28114862368488136,0.2414475203837906,0.17832542267142407,0.2690853444197777,0.35725968316676693,0.21592288397713089,0.2635044983808483,0.40094479678491063,0.25202052029777006,0.2597445409798327,0.2892526547587183,0.2838710628211459,0.11391659170837024
17,0.3741583392515332,0.2864157607681681,0.24602885590428067,0.18160071359111937,0.27358661104107257,0.3627429239664532,0.21956663204683513,0.2700707067599468,0.41272239875189726,0.25739472292107196,0.2651478226005285,0.29451124275657886,0.28814987787545104,0.11888102686806785
18,0.37789489281983285,0.2911724982749388,0.250059365478977,0.18463703967235856,0.2774073301537364,0.3675000161954454,0.22302220507934756,0.2761754777228221,0.423682341179002,0.26225229778067966,0.2700578227193612,0.29938711257611644,0.29183043066280356,0.12371161991941397
19,0.3811778793853448,0.2954646587722882,0.2537522599130485,0.18726500543967398,0.28103647239670776,0.37171867565482003,0.2261298763632389,0.28165706303609195,0.43390494263893503,0.26671642872225715,0.2745094684364098,0.30406569719374243,0.2950714145919088,0.1284090776540169
20,0.38407927820926446,0.29958279574031155,0.2571524535422611,0.18967920410479153,0.28436561553535333,0.37547567523185227,0.2289337903663887,0.2868957867147797,0.44348102114247495,0.2705740652380729,0.2783152943056906,0.30847657984048815,0.2977894920100265,0.13297149575172726
