,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20
1,0.08058469559441128,0.10785397528728023,0.10857716801706774,0.1610265584976875,0.0836967598960912,0.10568997258706364,0.028533645857037007,0.06122406347489753,0.02974096761502235,0.02502752130169581,0.029503006236575435,0.0361235070177784,0.05844701131259866,0.006254214923822363,0.0640948567152193,0.05834912064299597,0.028061768426601612,0.05707340271107654,0.05363018651189295,0.07330994878835567,0.010774660602889334
2,0.11736374887814083,0.13127076097425763,0.13857501029696828,0.19568578422350458,0.10535929357109709,0.1445087977128581,0.05274879895611365,0.0997326155834758,0.05413085608136079,0.04568202599866262,0.054593238374442514,0.06119019088430429,0.10091692851698475,0.009847377331454453,0.11001630483997901,0.09817085270623241,0.052193294100025545,0.08776589919511407,0.08820448549149133,0.12442911668962199,0.019614288167209365
3,0.15432258024701676,0.16595540791646443,0.15238302685548097,0.2290877726368485,0.13507930143318783,0.18702492401204882,0.07380088705642712,0.13619006002619755,0.07517130333191625,0.0637619217690183,0.07706483506770477,0.08099969635083616,0.13436019603075317,0.013538288615950732,0.1495729338026436,0.13573977643589952,0.07341067547961456,0.11668300007672204,0.11900470590716272,0.1667190846017765,0.02812096617374527
4,0.18392995206484772,0.18884612759128025,0.1721042026451007,0.24439107032361712,0.1586031834575288,0.21834741026594295,0.09218055858924555,0.1679545440975199,0.09346419668446238,0.07969481820618246,0.09727393283920414,0.09934101132218126,0.16284984253813614,0.01716498598651544,0.18079941158142096,0.16877902583407706,0.09195499509050174,0.14169368189522832,0.1472519481400775,0.20274962157902318,0.036211555690169046
5,0.21067439310489758,0.21233087744131776,0.18469354586463554,0.2616901900448507,0.18203687192496168,0.24854968325643123,0.10811705310365047,0.19530291901363214,0.10955402353124076,0.09396124078368709,0.1155222569690159,0.11536283229666634,0.1866485318437456,0.02074666170844611,0.20616590189418638,0.19737362158815666,0.10837537197292631,0.16276187836162964,0.1720701632993704,0.2332386090656614,0.04392313070302399
6,0.23258311079592492,0.2286989483703802,0.19919678079743303,0.270780378536331,0.20176337498272204,0.2714884458774202,0.12216654509943485,0.2195830591973498,0.1238978721525098,0.10679160755157578,0.13217735129565447,0.1294828204046633,0.206706253109983,0.024154627780657658,0.2273536587056655,0.2229315424995589,0.12306493046017739,0.18135315912918304,0.19418676804720475,0.25939432452358296,0.05129529848934995
7,0.2514172253340944,0.24344839782835448,0.21024436844047803,0.28059846757953544,0.21959040898177537,0.2921257163897355,0.13468520930120587,0.2412592625931556,0.1367730141134402,0.1184172365652224,0.147456109165638,0.1424640454720992,0.2234745327577737,0.02751303850596475,0.24569269976363983,0.24545585086556032,0.13636779669721932,0.19767889141497874,0.21376990188108902,0.28153247360897227,0.05835037819016061
8,0.2675476910905914,0.25460355210301944,0.2221561588571116,0.28700343883817336,0.23472983701866618,0.30860829004203727,0.14591240119530047,0.2608455735014347,0.1483967693960255,0.1288956930566854,0.16145652382267137,0.15435552745676734,0.23768589241667526,0.030699903254928485,0.2624060529706509,0.26545496771000376,0.14846358535141216,0.21225936785343702,0.23110481671932367,0.3003888772141523,0.06514996887316951
9,0.28175965979770173,0.26512326257450475,0.23103568704131866,0.29438591876831716,0.2489084760421313,0.32407915020407646,0.15611759005741685,0.278470141164451,0.15896807504286276,0.1383589097877588,0.17432062126877043,0.16521823557153317,0.2498972473517644,0.033809130034994604,0.2779554209928555,0.28344978248429614,0.15951687281799415,0.22551135717985424,0.24640311312551139,0.3166064550984595,0.07171896407891788
10,0.29336053545054874,0.27315204795625464,0.24044926207553188,0.29987550697966997,0.26059362305209827,0.33664415766718947,0.1654008780448215,0.2943766469451892,0.16858505626250556,0.14687952948280616,0.18616013709662332,0.1749857879959861,0.26028216825982375,0.03681169097157019,0.2924236668282883,0.29966058360258935,0.16963713673396813,0.2375699508777219,0.25996063162252164,0.33063953048380085,0.0780755186206231
