,zone_0,zone_1,zone_2,zone_3,zone_4
1,0.047036108265975776,0.03554760512688104,0.07048549442347644,0.05668854728036488,0.03818552111643304
2,0.07622025523546168,0.06186148142232378,0.12471737625705753,0.10162613717232444,0.06725927426407234
3,0.09762026303628511,0.08317447867091755,0.1719406291513969,0.13980742404477134,0.09285512932995825
4,0.1174075887023083,0.10243947187836348,0.21521146621302006,0.17279609889642633,0.11451230164634268
5,0.13523224434979567,0.1199489629979714,0.2538304237179373,0.2015669976772997,0.1337284001482092
6,0.15127665274821842,0.1358751882642375,0.2889046211524957,0.22683748260867678,0.1507938903388053
7,0.16576156381513585,0.15064481169603908,0.3205594756611422,0.24947175983673295,0.16667953951637826
8,0.1788236787821143,0.1643204387733809,0.3495497955472203,0.26981246272418646,0.1811880647523085
9,0.19061129669825264,0.17699128114497104,0.376296971184584,0.2882203644484186,0.19461326928799763
10,0.20121837730711503,0.18874618417933395,0.40067123157954226,0.3049494378955861,0.20686204314307974
11,0.2107499743893116,0.19965270956758752,0.42311286465242215,0.3202841347473757,0.21806948696884476
12,0.21932081402797743,0.20977554993956993,0.4437825504896508,0.3341942104787856,0.22827318812369535
13,0.22703820133152536,0.2192039416951206,0.46266569819174863,0.34671289006785905,0.23756164813457264
14,0.23398804459123018,0.2280022017727252,0.4800306635917356,0.3580554137514479,0.24608777639513757
15,0.2402561897613103,0.23619724570924974,0.49602879211201273,0.36836035043537063,0.2540116062502961
16,0.24592393943689758,0.24385585374341565,0.5108693104789015,0.3778314909032575,0.2614116869261165
17,0.2510690181117042,0.250992810552527,0.52466848767178,0.38667230435481126,0.26838019849585487
18,0.25574190223318083,0.25762250297205874,0.5374848819939023,0.3950150948159838,0.27494965718759357
19,0.25997899179577727,0.263757198628316,0.5494568081025278,0.40289497234276533,0.2811551359327529
20,0.2637845154868993,0.26943563868267584,0.5606253183174289,0.410294636938465,0.2869840130133737
21,0.2671673437947276,0.27467487986660155,0.5709585188987012,0.41748213877488727,0.2924144927603798
22,0.27022330505087766,0.27950553263460387,0.5805295103666321,0.42438679423454523,0.2974806753462581
23,0.272991838434321,0.28398226651277636,0.589406093289112,0.43078624954462374,0.30224880948940885
24,0.27550929741276975,0.28815621523929624,0.5976086267715066,0.43674568567391575,0.30669648726351845
25,0.27785231607702593,0.2920564322796894,0.6051760879884885,0.4422777394344622,0.3108920318843641
26,0.2799748032620468,0.2956866065390798,0.6121597857380076,0.4473774460296521,0.3148178573478084
27,0.2818904373581872,0.29906364395262164,0.6186068287389922,0.45215427261660596,0.31850695546209196
28,0.28361954069667966,0.30216937936905897,0.6245730041399409,0.45659860124808554,0.3219677099031304
29,0.2851565282299074,0.3050154641855284,0.6300910180031086,0.4606957385683836,0.32518521738240075
30,0.28654981593814527,0.3076370699678027,0.6351654650174776,0.4644421970537727,0.3281646202261689
31,0.2878206979628183,0.31007353275516375,0.6398388229190106,0.4678683946773531,0.3309202340919463
32,0.28896535665433937,0.31231236675762364,0.644126937849811,0.47104620330746155,0.333534419447102
33,0.2899948482517726,0.31454361318354634,0.6480271239699803,0.474100254206732,0.33597542112395806
34,0.2909273633766401,0.31667823917740817,0.651606273801037,0.47703188695677606,0.33825052111065396
35,0.2917619184283163,0.3185728925504591,0.6549673343306037,0.47975141764706286,0.34037269848021307
36,0.29251360804400084,0.320338167047483,0.6580932892243587,0.4822549475559635,0.34235999893867614
37,0.2932069352618685,0.3220020619049195,0.6609642368018714,0.4845605700642092,0.34420853884798835
38,0.2938521141682663,0.32356048145895033,0.6636338229361944,0.48666660684514434,0.34591418831544934
39,0.29443736714569047,0.3249807655891983,0.6659848405023175,0.4885801348580894,0.34750556329638915
40,0.29496414786444985,0.3263184408622384,0.6682235288973254,0.4903463000581601,0.34898685315802996
41,0.29544638879556645,0.3275590748494306,0.6702513890597824,0.4919643986518853,0.3503875240999134
42,0.2958939052769507,0.32873556196886833,0.6720788344661484,0.49348647591993394,0.3517083618223927
43,0.2962983507604603,0.32979739910808825,0.6738154369149072,0.49494644355989553,0.3529633977895716
44,0.2966629291166171,0.3307890295227262,0.6753948749330081,0.4963388632187075,0.35415579728051577
45,0.29698478266331196,0.3316980290412124,0.6768459526932192,0.4976232853605722,0.35526996099872843
46,0.29727803495378496,0.33251908069352093,0.67817394566637,0.4987822449509793,0.3563090046930858
47,0.2975404731708949,0.3332620351258966,0.6794011956519527,0.49983698772908025,0.3572808274128052
48,0.2977775604490058,0.33393769047004346,0.6805469993427201,0.5007335205192452,0.35818182150120753
49,0.2979952952062967,0.3345535942916685,0.6815750685884172,0.5015639886223843,0.35901514076059543
50,0.2981969620833888,0.3351240836997884,0.6825163454645575,0.5023736751444561,0.3597759506301684
51,0.29838690138029345,0.33563810318588216,0.6833982218778794,0.5031541766547417,0.36047958843267375
52,0.29856575418531783,0.3361134041291154,0.6841962475619849,0.5039363095379921,0.3611307177880691
