time,T_amb,irrad
2020-01-13 00:00:00,-2.1674471402726208,0.0
2020-01-13 00:15:00,-2.9153938366589225,0.0
2020-01-13 00:30:00,-3.663340533045224,0.0
2020-01-13 00:45:00,-4.411287229431526,0.0
2020-01-13 01:00:00,-5.159233925817827,0.0
2020-01-13 01:15:00,-5.111146930460233,0.0
2020-01-13 01:30:00,-5.06305993510264,0.0
2020-01-13 01:45:00,-5.0149729397450455,0.0
2020-01-13 02:00:00,-4.966885944387451,0.0
2020-01-13 02:15:00,-4.9652750050658465,0.0
2020-01-13 02:30:00,-4.963664065744243,0.0
2020-01-13 02:45:00,-4.962053126422639,0.0
2020-01-13 03:00:00,-4.960442187101034,0.0
2020-01-13 03:15:00,-4.9746328851156765,0.0
2020-01-13 03:30:00,-4.988823583130319,0.0
2020-01-13 03:45:00,-5.003014281144961,0.0
2020-01-13 04:00:00,-5.017204979159604,0.0
2020-01-13 04:15:00,-5.025767282716056,0.0
2020-01-13 04:30:00,-5.034329586272508,0.0
2020-01-13 04:45:00,-5.042891889828961,0.0
2020-01-13 05:00:00,-5.051454193385413,0.0
2020-01-13 05:15:00,-5.020688862042677,0.0
2020-01-13 05:30:00,-4.989923530699942,0.0
2020-01-13 05:45:00,-4.959158199357207,0.0
2020-01-13 06:00:00,-4.928392868014471,0.0
2020-01-13 06:15:00,-4.927537671273332,0.0
2020-01-13 06:30:00,-4.926682474532194,0.0
2020-01-13 06:45:00,-4.925827277791056,0.0
2020-01-13 07:00:00,-4.924972081049917,0.0
2020-01-13 07:15:00,-4.92507153521059,0.0
2020-01-13 07:30:00,-4.925170989371262,0.0
2020-01-13 07:45:00,-4.925270443531935,0.0
2020-01-13 08:00:00,-4.925369897692607,0.0
2020-01-13 08:15:00,-4.873745544099219,1.1885377603231966
2020-01-13 08:30:00,-4.822121190505829,2.377075520646393
2020-01-13 08:45:00,-4.77049683691244,3.5656132809695897
2020-01-13 09:00:00,-4.718872483319052,4.754151041292786
2020-01-13 09:15:00,-4.529907124625286,15.83979883817186
2020-01-13 09:30:00,-4.340941765931521,26.925446635050935
2020-01-13 09:45:00,-4.151976407237755,38.01109443193001
2020-01-13 10:00:00,-3.9630110485439896,49.096742228809084
2020-01-13 10:15:00,-3.806317406431763,56.90596902155097
2020-01-13 10:30:00,-3.6496237643195366,64.71519581429287
2020-01-13 10:45:00,-3.49293012220731,72.52442260703475
2020-01-13 11:00:00,-3.3362364800950832,80.33364939977665
2020-01-13 11:15:00,-3.142928157203907,93.62877757706221
2020-01-13 11:30:00,-2.9496198343127307,106.92390575434777
2020-01-13 11:45:00,-2.756311511421554,120.21903393163333
2020-01-13 12:00:00,-2.563003188530378,133.5141621089189
2020-01-13 12:15:00,-2.3283785450705907,148.8801658008536
2020-01-13 12:30:00,-2.093753901610803,164.24616949278834
2020-01-13 12:45:00,-1.8591292581510155,179.61217318472305
2020-01-13 13:00:00,-1.6245046146912279,194.97817687665776
2020-01-13 13:15:00,-1.3821057249067923,208.8373500804629
2020-01-13 13:30:00,-1.139706835122357,222.69652328426807
2020-01-13 13:45:00,-0.8973079453379214,236.55569648807324
2020-01-13 14:00:00,-0.6549090555534858,250.41486969187838
2020-01-13 14:15:00,-0.5439205066392127,239.55141686967914
2020-01-13 14:30:00,-0.4329319577249396,228.68796404747994
2020-01-13 14:45:00,-0.3219434088106665,217.82451122528073
2020-01-13 15:00:00,-0.21095485989639337,206.9610584030815
2020-01-13 15:15:00,-0.2329993244022983,186.41341411276804
2020-01-13 15:30:00,-0.2550437889082033,165.86576982245455
2020-01-13 15:45:00,-0.2770882534141082,145.3181255321411
2020-01-13 16:00:00,-0.29913271792001317,124.77048124182762
2020-01-13 16:15:00,-0.47115585134851495,99.18478971510403
2020-01-13 16:30:00,-0.6431789847770167,73.59909818838045
2020-01-13 16:45:00,-0.8152021182055185,48.01340666165686
2020-01-13 17:00:00,-0.9872252516340203,22.427715134933262
2020-01-13 17:15:00,-1.0442641323499084,16.820786351199946
2020-01-13 17:30:00,-1.1013030130657964,11.213857567466631
2020-01-13 17:45:00,-1.1583418937816843,5.6069287837333155
2020-01-13 18:00:00,-1.2153807744975724,0.0
2020-01-13 18:15:00,-1.2621263767518063,0.0
2020-01-13 18:30:00,-1.3088719790060401,0.0
2020-01-13 18:45:00,-1.3556175812602738,0.0
2020-01-13 19:00:00,-1.4023631835145076,0.0
2020-01-13 19:15:00,-1.4368421100456428,0.0
2020-01-13 19:30:00,-1.4713210365767777,0.0
2020-01-13 19:45:00,-1.5057999631079126,0.0
2020-01-13 20:00:00,-1.5402788896390478,0.0
2020-01-13 20:15:00,-1.5812613186467688,0.0
2020-01-13 20:30:00,-1.6222437476544898,0.0
2020-01-13 20:45:00,-1.6632261766622107,0.0
2020-01-13 21:00:00,-1.7042086056699317,0.0
2020-01-13 21:15:00,-1.734883705873747,0.0
2020-01-13 21:30:00,-1.765558806077562,0.0
2020-01-13 21:45:00,-1.7962339062813772,0.0
2020-01-13 22:00:00,-1.8269090064851925,0.0
2020-01-13 22:15:00,-1.8701618095114343,0.0
2020-01-13 22:30:00,-1.913414612537676,0.0
2020-01-13 22:45:00,-1.956667415563918,0.0
2020-01-13 23:00:00,-1.99992021859016,0.0
2020-01-13 23:15:00,-2.3841707049568974,0.0
2020-01-13 23:30:00,-2.768421191323635,0.0
2020-01-13 23:45:00,-3.1526716776903725,0.0
