,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10
56,0.25604158089823964,0.3021062803086086,0.21478165208668315,0.2823148628631134,0.26256229160589784,0.218138240313037,0.3305043618955706,0.22569429787081616,0.24096288221318382,0.2790817692471868,0.21193356842140484
57,0.2562721418551678,0.30232687606214587,0.21488078472766672,0.28248042131709966,0.2626430222211628,0.21817169611566928,0.33048388798449074,0.22574717225285917,0.24097909728327604,0.2791885086628445,0.21204665888032864
58,0.2565126717094596,0.30249203208021863,0.21513161191381294,0.2825976927045227,0.26268344571157437,0.21818710549889023,0.33045922682900974,0.22580659064360584,0.24102208771005992,0.27928772863456425,0.2121501460782828
59,0.25674784420386026,0.3026003642207553,0.21522894260707182,0.2827040320331744,0.26272482864571634,0.21819972602810928,0.33043407995007645,0.22593199260522048,0.24102975394874274,0.2793574118500051,0.21223494151246564
60,0.25694590732928074,0.3026662966286427,0.21527082534514022,0.2828010308969776,0.2627457632156992,0.21820023578731082,0.33041012854549967,0.22607587087028996,0.24100858281357923,0.2794299425624856,0.21232265877328857
61,0.2571452422196821,0.30271399567073815,0.2153150477336651,0.28289473018025135,0.26274640634265967,0.2181853508902393,0.33041882585512233,0.2263139781662029,0.24098944334205571,0.2794933131096924,0.2123911124201788
62,0.2573062708939304,0.3027137088446658,0.21534062190875575,0.2829663502597857,0.26273985062751626,0.2181625137460633,0.3304258524355097,0.22658990622297273,0.2409698033582711,0.2795480105963756,0.21246360482176907
63,0.25748772544207355,0.3027028947565278,0.21537525241946165,0.28304186093268613,0.2627365698424173,0.21816229038278465,0.33040352458852973,0.22695347243871045,0.24096925343912012,0.2796165272359427,0.21251794266676424
64,0.2576330134377245,0.3026682093629764,0.21541154064166168,0.28310161252864025,0.2627240252223677,0.21814989815051947,0.3303637045910375,0.2274154158798979,0.24098277056296405,0.27972760279985637,0.21259745351471565
65,0.2577684552401457,0.3026094765806128,0.2154413611627197,0.283151432999409,0.2627384539419296,0.21818487993994556,0.3303334792355278,0.2278974489029504,0.2410170855108198,0.27991399990825755,0.21266582783620913
66,0.25794279105,0.30252162392927834,0.21548609091079476,0.28318417464993384,0.26275712390462,0.21825537616928903,0.3303579292653215,0.22867208436999517,0.24114217343986571,0.2802751489543455,0.21272591584884873
67,0.25806860325956266,0.30242415914084797,0.21556943870310288,0.2832141213407258,0.2627007498443687,0.21821138213602992,0.3303650891165455,0.2291048461690845,0.24111350376388388,0.28045090270504325,0.21279964726034553
68,0.2581402745058008,0.3022963717751214,0.21571138001833032,0.2832267260714971,0.2625972424202436,0.21815358847392505,0.33039452470946085,0.22960431476006024,0.24110571327243913,0.2806818710353381,0.21287949515405127
69,0.25822083860815037,0.30216388299134805,0.21574731625343602,0.28322893252856396,0.26250432680912245,0.2181703469260603,0.3303518249284386,0.2301200601335403,0.2411049393935892,0.2808618985524754,0.2129047217335355
70,0.2582195404489452,0.30200470151333203,0.2158232351585822,0.2832185942380674,0.26240515025370914,0.21815321415754707,0.33031631008514156,0.23064489427457077,0.24111377933698985,0.2808601091950079,0.2129125336873496
71,0.25821272176945115,0.30183866047827773,0.2158795785784718,0.2831973263528154,0.26232986120820256,0.21807404192650187,0.3302906736268562,0.23084357308676745,0.24100698097751042,0.28084837557486725,0.21288981238700114
72,0.25815468107301554,0.30165687275858616,0.21594662022335234,0.28316277427582814,0.26226033322006076,0.21798171527711271,0.330277769427996,0.2309351421177772,0.24087529048001763,0.2808143319787205,0.2128735140067788
73,0.2580955193211756,0.3014782595663266,0.2160692430132677,0.28313993847552155,0.26221798511800964,0.2178907767215107,0.3302670927471683,0.2309776364976189,0.240748343338997,0.2807694712234442,0.2128493430306572
74,0.2580289123498532,0.30129375691853205,0.21617731043186475,0.28311865414705945,0.2621661242350965,0.2177982072123002,0.33025748015707923,0.23097486499168876,0.24062245568648968,0.2807461237444508,0.21283115356078225
75,0.25796509722393146,0.30112111925074003,0.21627886716451797,0.2831054316775045,0.2621033917047,0.21771011136403967,0.330249188937118,0.23092779227021118,0.24051597840737876,0.28073338126300723,0.21280719084552546
76,0.2578905118726062,0.30096407786467594,0.216358795836569,0.28310555601348,0.26204004838639355,0.21761643250381166,0.33024582651579676,0.23086714289399757,0.2404130279677997,0.2807180520155354,0.21279206818995938
77,0.2578236690863216,0.3008118685997218,0.21651294013471623,0.2831226719666348,0.2619812166142536,0.21752447485224302,0.33026736829297626,0.23080968443542893,0.2403516104602254,0.28068803874069614,0.2127518395396952
78,0.25774605650029614,0.3006490480983866,0.21649912917672584,0.28311127875342845,0.2619311733179677,0.21747198555931388,0.33024978893499296,0.23084848088758758,0.2402381219827824,0.28070578422826564,0.21274803342948695
79,0.257680708635434,0.30050492583313576,0.21666980700462252,0.283150700627183,0.261883225655138,0.21738613407145332,0.33030422985918273,0.23078865819790478,0.2401981015507093,0.28066486349338104,0.21270722904141873
80,0.25760002293652035,0.3003428211143751,0.2166538444829282,0.2831586681134142,0.26184485418124587,0.21733406789380066,0.3302970800546573,0.23087126590226825,0.24009999121432282,0.28065084342091023,0.21273343083002588
81,0.25756343029989315,0.3002347053684754,0.21685618780271318,0.2832497745034181,0.2618070060526322,0.2172561154983031,0.33026321031105066,0.23085724667004193,0.24007538671623802,0.2805927978906624,0.21270885467561657
82,0.25751895622851,0.30011455939951576,0.21688297987091695,0.28331717349059443,0.26176497683162075,0.21716695802719851,0.3302253409203732,0.23092175033824755,0.2399846915470065,0.2805371278097462,0.2127050233820814
83,0.2575221906863838,0.30005170177813256,0.21706838115768176,0.2834663863039731,0.26173816311560516,0.21708191748621147,0.3302402096938919,0.23090847322674976,0.239960763732017,0.2804754660209076,0.2126501093549779
84,0.2575052082465997,0.2999730794660243,0.21709094551292338,0.2835844304685683,0.2617024706382155,0.21699350322833777,0.33024141972560894,0.23097839411386392,0.239874838264418,0.280410085011772,0.21262641566839605
85,0.25752420175662627,0.2999206644300758,0.21720313226579782,0.2842145342081831,0.2616821303221303,0.2169222769439324,0.3302791916121799,0.23098721139225092,0.23985004762781337,0.28034599982256336,0.21258239426574738
