0,1,2,3,4,5,6,7,8,9
0.891,0.0192,0.0,0.00784,0.142,0.0,0.0,0.00334,0.00686,0.0006
0.0,0.849,0.0,0.0,0.112,0.000935,0.0,0.0,0.0,0.0
0.0,0.0,0.902,0.0,0.145,0.0,0.011,0.0,0.00386,0.000984
0.0,0.0,0.0,0.843,0.1,0.0,0.0,0.0,0.0,0.000692
0.0286,0.0562,0.0423,0.0782,0.408,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00707,0.00887,0.889,0.0,0.0368,0.0468,0.0
0.0,0.0,0.000322,0.00464,0.0108,0.00321,0.922,0.0,0.0,0.0
0.0,0.0,0.0,0.000944,0.00718,0.0334,0.00512,0.914,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0289,0.0064,0.0,0.882,0.0
0.0116,0.0,0.00941,0.0215,0.00998,0.012,0.00123,0.0,0.00669,0.982
0.0225,0.0179,0.0114,0.00409,0.0,0.0,0.00571,0.00677,0.00973,0.00167
0.00307,0.0,0.00682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000407,0.000441,0.00219,0.000372,1.17e-05,0.000308,7.22e-05,0.00228,5.95e-06,7.99e-06
9.64e-05,9.05e-05,0.000694,0.000372,4.75e-05,0.000149,0.000132,0.000758,5.53e-05,1.13e-05
1.64e-05,0.0,0.000363,0.000319,8.65e-05,0.000154,0.00014,0.000493,0.000291,0.0
0.000137,0.000177,0.000329,0.000584,0.0,0.000108,0.000113,0.000287,0.000471,0.0
1.1e-05,3.88e-06,3.18e-05,5.92e-05,0.0,0.0,5.59e-05,5.83e-05,0.0004,0.0
0.0,0.0,0.00232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.461,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000386,0.0
0.000271,0.000329,0.00183,0.0,0.000252,0.000612,0.000183,0.0016,0.000423,1.81e-05
0.000166,0.000135,0.000365,0.000132,6.49e-05,0.000165,4.63e-05,0.000217,0.000425,0.0
0.000151,0.000153,0.000224,0.000167,0.0,0.000116,3.27e-05,0.000122,0.000437,0.0
0.0,0.0,0.0,0.0,0.0,9.14e-05,2.25e-05,0.0,0.000421,0.0
0.0,0.0,1.71e-05,0.000299,2.22e-05,0.0,0.0,0.0,0.0,1.18e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0651,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.46e-05,0.000288,0.00108,0.0,9.34e-06,0.000324,2.38e-05,0.00122,0.0,1.54e-05
3.2e-05,8.36e-05,0.000334,3.76e-05,0.0,0.000139,3.88e-05,0.000388,0.000295,6.55e-06
0.0,0.0,0.000129,6.21e-05,0.0,9.48e-05,2.01e-05,0.000178,0.000401,6.01e-08
0.0,9.37e-06,0.0,0.0,0.0,7.24e-05,3.15e-06,0.0,0.000427,0.0
0.0,0.0,0.0,6.55e-05,3.1e-05,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00199,0.00235,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.000756,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
