0,1,2,3,4,5,6,7,8,9
0.872,0.0,0.0,0.0,0.0661,0.0,0.0,0.0,0.0,0.0
0.0,0.861,0.0,0.0195,0.0713,0.00631,0.00476,0.00929,0.00533,0.0
0.0,0.0,0.855,0.0,0.0385,0.0,0.0,0.0,0.0,0.0
0.0,0.0062,0.00724,0.846,0.0667,0.0,0.0,0.0,0.000757,0.0
0.07,0.0853,0.106,0.0697,0.724,0.0,0.0,0.0,0.0,0.000981
0.0,0.0,0.0,0.0,0.0,0.897,0.0,0.0466,0.0249,0.00047
0.0,0.00387,0.0,0.0,0.00131,0.0,0.938,0.0077,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0196,0.0,0.886,0.0,0.0
0.0,0.0,0.0,0.00602,0.0,0.0364,0.0,0.0,0.919,0.0
0.00339,0.0,0.000196,0.0178,0.0,0.00222,0.0,0.0,0.00515,0.984
0.0115,0.0108,0.0,0.00348,0.0,0.0,0.0108,0.00725,0.00529,0.0
0.0,0.0,0.00279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000415,0.00233,0.000852,0.000245,0.000331,0.000378,0.00311,0.000836,0.000213,0.0
0.000105,0.000768,0.000352,5.67e-05,5.26e-05,0.000302,0.000994,0.000576,2.3e-05,0.0
1.51e-05,0.00041,0.000474,0.0,8.94e-05,0.000373,0.00054,0.000789,5.08e-07,0.0
5.85e-05,0.000182,0.000513,8e-05,9.89e-05,0.000386,9.7e-05,0.000869,4.82e-05,0.0
5.28e-05,0.000107,0.000469,0.000219,0.0,0.000276,7.54e-05,0.000888,0.000211,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.00714,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0955,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.409,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
