0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.885,0.0,0.0165,0.0,0.0,0.0,0.0,0.00165,0.0,0.0,0.0156,0.0282,0.00685,0.0,0.0
0.00189,0.889,0.0427,0.0,0.00379,0.0176,0.00287,0.00252,0.0,0.000707,0.0,0.0,0.0,0.0155,0.00145
0.0415,0.00796,0.824,0.0214,0.0,0.0135,0.0,0.0,0.0,0.0,0.0,0.00676,0.0,0.00534,0.0
0.0,0.00547,0.0271,0.906,0.0,0.0,0.0,0.0,0.00227,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.932,0.0,0.00773,0.0,0.00639,0.0,0.0,0.0,0.0,0.00641,0.0
0.00407,0.0027,0.0181,0.0,0.00316,0.919,0.000362,0.0,0.0,0.0,0.0,0.0134,0.00226,0.034,0.0
0.0,0.00184,0.0,0.0,0.0204,0.00106,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.00113,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.000541,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00685,0.0,0.0,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0148,0.0,0.0,0.0,2.28e-05,0.0,0.00284,0.0,0.989,0.000296,0.0,0.0,0.0,0.0
0.00581,0.0,0.0,0.0,0.00176,0.0,0.000115,0.00709,0.00134,0.0,0.942,0.00243,0.000792,0.0,0.0
0.0,0.0,0.0,0.00835,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.924,5.79e-05,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00276,0.000533,0.936,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901,0.0
0.00392,0.0,0.0,0.0,0.00266,0.0,0.0,0.0084,0.00983,0.0,0.0,0.0,0.00983,0.0,0.983
0.0153,0.0172,0.0,0.0,0.0,0.0,0.00389,0.00279,0.0,0.0,0.00864,0.0,0.00541,0.0,0.0
0.00191,0.0,0.0,0.00458,0.0,0.0,0.0,0.00415,0.0,0.0,0.0,0.0,0.00105,0.0,0.0
0.000402,0.000796,0.000175,0.00013,2.39e-05,0.000132,0.000232,0.00264,0.000213,0.0,0.000119,0.000319,0.00332,0.000304,0.0
0.000133,0.00024,2.72e-05,0.0,3.96e-05,6.79e-05,8.96e-05,0.00109,0.000181,1.18e-06,8.94e-05,5.46e-05,0.00132,0.000247,0.0
0.000108,0.000194,0.000289,0.00031,9.38e-05,0.000124,0.000102,0.000806,0.000441,0.0,6.13e-05,4.94e-05,0.00096,0.000531,0.0
9.98e-05,0.000167,0.0003,0.000442,0.000161,0.000184,0.000102,0.000558,0.000607,0.0,3.7e-05,4.07e-05,0.000633,0.000703,0.0
6.86e-05,0.000141,0.000294,0.000425,0.000197,0.000223,0.000113,0.000237,0.000671,0.0,4.75e-05,4.04e-05,0.000216,0.000794,0.0
0.0,0.0,0.0,0.0,0.000352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00712,0.0,0.0,0.0,0.0,0.0,0.0,0.00438,0.0,0.0,0.0,0.0
0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
