0,1,2,3,4,5,6,7,8,9
0.882,0.00453,0.00954,0.0,0.0627,0.0,0.00255,0.0,0.0,0.00192
0.00403,0.884,0.00613,0.0,0.0454,0.00555,0.00539,0.00166,0.000462,0.00107
0.00442,0.0,0.916,0.0,0.0484,0.0,0.001,0.0011,0.00452,0.00105
0.0,0.00126,0.0,0.911,0.0342,0.0,0.0,0.0,0.0,0.0
0.0426,0.0,0.0,0.0244,0.77,0.0,0.0,0.0,0.0,0.0
0.0,0.00855,0.003,0.0,0.0,0.908,0.00144,0.0396,0.0304,0.000101
0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
0.0,0.0,0.00221,0.0,0.0,0.0291,0.00254,0.917,0.0,0.0
0.000329,0.0,0.000282,0.00167,0.00113,0.0169,0.0,0.0,0.922,0.000154
0.00744,0.0146,0.0113,0.00927,0.00337,0.0,0.0,0.0085,0.0025,0.979
0.0192,0.0277,0.0134,0.00371,0.0,0.00283,0.00675,0.0,0.0,0.0
0.0,0.0,0.00284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000628,0.000577,0.00295,0.000444,0.000256,0.000542,0.00056,0.00264,0.00045,0.0
0.000228,0.000247,0.00106,0.000268,1.84e-05,0.000218,0.000162,0.00105,0.00038,0.0
0.000191,0.000239,0.0008,0.000599,1.61e-05,0.000237,0.000146,0.000853,0.000669,0.0
8.52e-05,0.000137,0.000535,0.000757,7.08e-05,0.000217,8.36e-05,0.000633,0.000851,0.0
4.39e-05,0.000106,0.000228,0.000711,0.0,7.19e-05,5.46e-05,0.000263,0.000815,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.000116,0.00114,0.00624,0.0,0.0,0.0,0.0,0.0
0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.438,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0945,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.341,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000335,0.000216,0.00221,0.000244,0.00057,0.000509,8.24e-05,0.00171,0.0,0.0
1.77e-05,1.26e-05,0.000239,0.000286,0.000172,0.000143,0.0,0.000201,0.000119,0.0
1.44e-05,1.9e-05,0.000125,0.000415,0.000136,0.000118,2.87e-05,0.000127,0.000246,0.0
2.54e-05,2.62e-05,0.0,0.000418,5.59e-05,6.32e-05,1.43e-05,0.0,0.000291,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00189,0.0,0.0,0.00152,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
