0,1,2,3,4
0.912,0.0,0.00134,0.00403,0.0219
0.00109,0.948,0.00262,0.00477,0.0247
0.00115,0.00387,0.923,0.0,0.0206
0.0,0.0,0.0,0.928,0.0078
0.00817,0.0,0.00675,0.0,0.895
0.0195,0.00538,0.00905,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000414,0.000278,0.00339,0.000452,0.000342
0.000219,0.000123,0.000907,0.000471,0.000105
0.000184,0.000124,0.000606,0.000712,7.11e-05
0.000128,9.39e-05,0.00028,0.000796,5.45e-05
0.000116,5.97e-05,0.000179,0.000635,3.5e-06
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.37,0.0,0.0,0.0,0.0
0.0,0.293,0.0,0.0,0.0
0.0,0.0,0.316,0.0,0.0
0.0,0.0,0.0,0.336,0.0
0.0,0.0,0.0,0.0,0.0725
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000536,0.000318,0.00271,0.000391,0.000758
6.1e-05,7.22e-05,0.00032,0.0004,0.000142
3.42e-05,4.76e-05,0.000147,0.000478,9.38e-05
0.0,1.01e-05,0.0,0.000427,6.77e-05
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000322,0.000257,0.00142,0.0,0.000335
9.35e-05,9.29e-05,0.00036,0.000103,0.000111
6.94e-05,7.03e-05,0.000146,0.000204,9.75e-05
3.74e-05,4.85e-05,0.0,0.000192,0.000106
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.000327,0.0
0.0,0.0,0.0,0.0,0.0
2.71e-05,1.87e-05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.00363,0.00565,0.0023,0.00815,0.00393
0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.77e-05,0.0,0.0
0.0,0.0,4.99e-05,0.000239,0.0
6.94e-06,0.0,9.55e-06,0.000138,0.0
0.0,0.0,0.0,6.68e-05,0.0
0.0,0.0,0.0,4.56e-05,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0126,0.0,0.0,0.0,0.0
0.0,0.00336,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00825
