0,1,2,3,4
0.869,0.0,0.0,0.0,0.00669
0.00755,0.915,0.0,0.000235,0.0058
0.00427,0.000335,0.918,0.0,0.00548
0.00196,0.00147,0.00821,0.928,0.00747
0.0195,0.0142,0.0272,0.0,0.954
0.0179,0.0149,0.00943,0.00964,0.0
0.0,0.00276,0.0,0.0,0.0
0.000495,0.00235,0.00132,0.000286,0.000176
7.81e-05,0.000584,0.000604,1.96e-05,0.00012
5.04e-05,0.000332,0.000719,9.67e-06,8.69e-05
1.54e-05,0.000156,0.00071,0.0,5.63e-05
0.0,7.27e-05,0.000457,2.79e-05,0.0
0.00064,0.0,0.0,0.0029,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.389,0.0,0.0,0.0,0.0
0.0,0.415,0.0,0.0,0.0
0.0,0.0,0.376,0.0,0.0
0.0,0.0,0.0,0.404,0.0
0.0,0.0,0.0,0.0,0.0733
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000402,0.00189,0.000983,0.00053,0.000272
7.25e-05,0.000204,0.000462,0.000139,1.57e-05
3.6e-05,0.0,0.000328,0.000116,4.05e-06
2.91e-05,0.0,0.000358,0.000108,2.69e-05
0.0,0.0,0.0,0.0,0.0
0.00414,0.0018,0.0,0.00228,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000367,0.000988,0.0,0.000321,0.00018
0.000118,0.000236,1.6e-06,0.000139,2.88e-05
7.34e-05,0.0,0.0,0.000101,0.0
4.72e-05,0.0,0.0,0.000225,7.47e-06
0.0,0.0,0.0,0.0,0.0
0.00111,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.000166,0.0,0.0
2.87e-05,3.83e-05,2.96e-05,0.0,0.0
4.41e-05,4.44e-06,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.000124,0.0,0.0
0.00378,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.000101,0.0,0.0,0.0
0.0,0.0,0.000956,0.0,0.0
0.0,0.0,0.0,9.98e-05,0.0
0.0,0.0,0.0,0.0,0.0
0.00448,0.00383,0.0116,0.0026,0.00369
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.000475,0.000101,0.0
0.0,0.0,0.000109,2.34e-05,0.0
0.0,0.0,9.69e-05,2.66e-05,0.0
0.0,0.0,1.13e-05,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.000978,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0217,0.0,0.0,0.0,0.0
0.0,0.0341,0.0,0.0,0.0
0.0,0.0,0.0382,0.0,0.0
0.0,0.0,0.0,0.022,0.0
0.0,0.0,0.0,0.0,0.0
