0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.559,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.703,0.0706,0.0,0.0,0.0,0.0,0.0,0.00529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00799,0.0,0.0,0.0,0.0
0.198,0.176,0.171,0.234,0.57,0.0966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.131,0.689,0.0,0.0,0.0,0.00723,0.0,0.0,0.0,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.161,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0396,0.00769,0.189,0.0,0.0,0.826,0.0,0.0,0.0,0.0226,0.0,0.0,0.00962,0.0,0.00869,0.0,0.0253,0.0,0.00818,0.00433,0.00115
0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.0,0.0,0.0,0.000334,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00395,0.0,0.0,0.0,0.806,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0315,0.017,0.0696,0.158,0.00642,0.0
0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898,0.00629,0.0,0.0,0.00538,0.0,0.0,0.0,0.00411,0.0,0.0217,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00986,0.0,0.0
0.0106,0.00818,0.0,0.0215,0.0,0.0,0.028,0.00632,0.0345,0.0,0.947,0.022,0.015,0.000776,0.0,0.0166,0.0,0.00101,0.0,0.00647,0.000383
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0123,0.0246,0.0118,0.0315,0.911,0.0,0.00129,0.0,0.0174,0.0,0.0148,0.0,0.0
0.0,0.0102,0.0,0.0,0.0,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.000284,0.99,0.000777,0.00647,0.0,0.0152,0.0,0.00896,0.0
0.0688,0.0131,0.0,0.0,0.0,0.0,0.0,0.00765,0.000706,0.0,0.00663,0.000119,0.0145,0.000648,0.952,0.00216,0.0,0.0,0.00763,0.0,0.00174
0.0403,0.0211,0.0,0.0134,0.0,0.0,0.00582,0.0279,0.00212,0.0,0.00798,0.0,0.0,0.0,0.0,0.912,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0422,0.0,0.104,0.0,0.0,0.0,0.0,0.0266,0.0,0.000308,0.0,0.0,0.0,0.0,0.926,0.0,0.0,0.0,0.0
0.0,0.0103,0.0,0.0,0.0,0.0,0.0,0.0701,0.000659,0.0213,0.0,0.0,0.0,0.0,0.00182,0.00654,0.00608,0.897,0.0,0.0136,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,0.00492,0.00237,0.0,0.0,0.0,0.0,0.0,0.0,0.00134,0.000203,0.0,0.921,0.0
0.0144,0.0399,0.00117,0.0111,0.0709,0.0398,0.000559,0.0,0.006,0.0236,0.00112,0.00872,0.0,0.0,0.0,0.0,0.0169,0.0136,0.0,0.0,0.981
0.0161,0.0139,0.0,0.0,0.00859,0.00591,0.0,0.00932,0.00875,0.00181,0.00325,0.0065,0.00726,0.00042,0.0105,0.0038,0.0,0.0,0.00867,0.00734,0.000581
0.0132,0.0172,0.0,0.00545,0.00724,0.00135,0.0,0.0,0.00926,0.0,0.003,2.81e-06,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.0
0.000257,0.00258,0.00122,0.00157,0.00158,0.000202,0.000404,0.000754,0.00183,0.00158,0.00102,0.0011,0.000142,0.0,2.88e-05,0.00189,0.00162,0.00112,0.00121,8.52e-05,3.24e-06
5.86e-05,0.00099,0.000686,0.00071,0.0011,4.56e-05,0.000182,0.000346,0.000539,0.000696,0.000319,0.000768,3.71e-05,0.0,8.48e-05,0.00054,0.000745,0.0004,0.000847,3.95e-05,0.0
5.11e-05,0.000568,0.000632,0.000479,0.00128,2.7e-05,0.000123,0.000269,0.000234,0.000928,0.000131,0.000787,1.92e-05,0.0,7.78e-05,0.000221,0.00099,0.000201,0.00095,1.55e-05,0.0
9.99e-05,0.000195,0.000716,0.000251,0.00128,0.0,8.96e-05,0.000257,5.44e-05,0.000971,2.8e-05,0.000783,0.0,0.0,5.25e-05,3.14e-05,0.00102,4.92e-05,0.000957,0.0,0.0
0.0,0.0,0.000612,0.0,0.00105,0.0,2.13e-05,0.000171,3.05e-05,0.000482,7.45e-06,0.000633,6.97e-06,0.0,0.0,0.0,0.000514,0.0,0.000775,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0044,0.0,0.00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00558,0.0
0.000174,0.0,0.0,0.0,0.0,0.0,0.0,0.00256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0643
0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
