0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.874,0.0,0.133,0.0,0.0,0.0,0.0,0.0109,0.0,0.00104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000901,0.0,0.0,0.0
0.0,0.73,0.126,0.0,0.0,0.0,0.00744,0.0091,0.00577,0.0,0.0142,0.00458,0.0203,0.0,0.00778,0.0,0.00131,0.0228,0.0,0.0,0.0
0.0556,0.17,0.283,0.359,0.0957,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.127,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568,0.0,0.0,0.0124,0.0119,0.0
0.0,0.00674,0.0929,0.0,0.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00685,0.0,0.0
0.0,0.0,0.16,0.0,0.0,0.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00962,0.0,0.0,0.904,0.0,0.0419,0.0,0.0274,0.0,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447,0.0,0.121,0.0049,0.0487,0.0
0.0,0.00609,0.0,0.0104,0.0,0.0156,0.0233,0.00341,0.907,0.0,0.00461,0.007,0.00846,0.00115,0.00254,0.0,0.00118,0.0,0.0,0.0209,0.00082
0.000714,0.0,0.00367,0.0,0.0,0.0082,0.0,0.0,0.0,0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00721,0.0,0.00243,0.0
0.0,0.00996,0.00919,0.0134,0.0,0.0,0.0215,0.0,0.0,0.0,0.912,0.00999,0.0,0.0,0.0,0.00505,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00362,0.0,0.0,0.0163,0.00269,0.0,0.0,0.0111,0.936,0.0,0.0,0.0,0.0126,0.0,0.0164,0.00534,0.00658,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.00781,0.0,0.0,0.0,0.00525,0.00397,0.00873,0.0,0.004,0.00393,0.0169,0.991,0.0043,0.0081,0.00128,0.0151,0.00489,6.17e-05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.00794,0.0,0.0,0.0,0.0,0.0414,0.00332,0.0,0.0,0.0,0.0,0.0,0.00378,0.856,0.0,0.0,0.0,0.0,0.0
0.000731,0.0,0.000441,0.0,0.0,0.000993,0.0019,0.0,0.000311,0.000484,0.000326,0.0,0.000433,0.0,0.0,0.0,0.956,0.0,0.0,0.000162,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.0,0.0,0.0
0.00408,0.0,0.0,0.0175,0.0,0.0,0.0,0.0539,0.0,0.0,0.0,0.00362,0.0,0.0,0.00105,0.0253,0.00337,0.00905,0.913,0.00197,3e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.849,0.0
0.0,0.0,0.0,0.00315,0.00218,0.0,0.0,0.0,0.0,8.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985
0.00906,0.00898,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.00581,0.0,0.000903,0.00399,0.0,0.0,0.000959,0.00564,0.00281,0.00539,0.0145,0.000197
0.00444,0.0,0.0,0.0,0.00478,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.00274,0.0,0.000872,0.0,0.0,0.0,0.00507,0.0096,0.0
