0,1,2,3,4
0.88,0.0,0.0,0.0,0.0192
0.0,0.934,0.00289,0.0,0.0105
0.0,0.0,0.899,0.0,0.000139
0.0,0.0018,0.00838,0.925,0.013
0.0207,0.0097,0.0524,0.0178,0.942
0.0267,0.0116,0.0134,0.00918,0.0
0.0,0.0,0.0,0.0,0.0
0.000323,0.00203,0.00124,0.00014,0.000216
0.000141,0.000547,0.000924,1.88e-05,0.000115
8.21e-05,0.0002,0.00105,2.14e-05,0.000109
0.000101,3.86e-05,0.00107,0.0,9.76e-05
5.37e-05,3.81e-05,0.000725,5.37e-05,4.08e-05
0.00494,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.539,0.0,0.0,0.0,0.0
0.0,0.314,0.0,0.0,0.0
0.0,0.0,0.458,0.0,0.0
0.0,0.0,0.0,0.34,0.0
0.0,0.0,0.0,0.0,0.0828
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000175,0.00192,0.00034,0.000293,0.000197
6.23e-06,7.51e-05,0.000177,0.00013,4.86e-05
4.87e-05,0.0,0.000172,0.000123,4.48e-05
0.0,2.47e-05,0.000223,0.000147,6.62e-05
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000103,0.00127,0.0,5.08e-05,8.31e-05
2.86e-05,0.000173,6.06e-06,2.16e-06,0.0
0.0,0.0,0.0,0.0,0.0
2.85e-06,4.21e-05,0.0,0.000176,2.48e-05
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.00122,0.0,0.0,0.0,0.0
0.000585,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000732,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.00013,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,4.44e-06,0.000118,2.9e-05,0.0
0.0014,0.0,0.00333,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.000285,0.0,0.0,0.0
0.0,0.0,0.0045,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.000831,0.00384,0.0051,0.00381,0.00373
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.000517,0.000116,0.0
0.0,2.07e-05,0.000164,5.45e-06,0.0
0.0,2.79e-05,0.000114,8.36e-06,3.23e-06
0.0,1.85e-05,5.12e-05,1.89e-05,4.68e-06
2.98e-05,0.0,8.65e-05,2.96e-05,3.1e-05
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0133,0.0,0.0,0.0,0.0
0.0,0.0183,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00435,0.0
0.0,0.0,0.0,0.0,0.00188
