,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13,zone_14
1,0.05322407388499485,0.06063429040497503,0.06362658913337722,0.05895095561123853,0.062009397413606185,0.06583366960939485,0.03723514984190502,0.04963328318246348,0.0450939486237817,0.008723215899485529,0.03947473946663205,0.040139399092540405,0.06632187393229264,0.046920347843938726,0.012516813395297205
2,0.07955744225490474,0.09902650336677354,0.09739161488711665,0.09599337740736763,0.11109949892661018,0.11942711269175509,0.067848032842773,0.08681451395712333,0.07907894358928465,0.014866904741649261,0.07260804738186806,0.07242916550678362,0.11458801351659188,0.08119977588959956,0.02244382188474564
3,0.10265124764218232,0.13309937808784977,0.12623655538643586,0.12608473530138042,0.15283106722505596,0.16569628988688864,0.09563786058528388,0.11841961362765481,0.10872667575400244,0.02081848194261057,0.10024418989970642,0.09996386920674877,0.15212174121399233,0.10996185304917125,0.03166459603433128
4,0.121094415387441,0.16323494260051177,0.1494701034976227,0.15211889237821766,0.1875186372468454,0.20489736061467573,0.12088786336475094,0.1463008206093403,0.13362188488331556,0.0264375830845702,0.1232994229950101,0.12311320697254313,0.18517984183655883,0.13291916510074286,0.040228045640515915
5,0.13777084684584018,0.19003601594411246,0.1696288274477873,0.17557813027807548,0.21661175449611889,0.23851607257617566,0.14409416753519683,0.17023247120055535,0.15538314333588663,0.0318763323608055,0.14306198370483328,0.14303571787791494,0.21402900364989516,0.15204779911608435,0.048291381207036944
6,0.15235246341103004,0.2136115134961346,0.18628125354984315,0.19668221444039555,0.241266912965619,0.26775984817212944,0.16540379921055712,0.19168181191102196,0.17477064872937143,0.037094957147429414,0.1606328584338299,0.16060618945940547,0.2391127295471655,0.16850754628030382,0.05584485180652298
7,0.16536403608121733,0.23505852669620225,0.20116609015770012,0.21602328464068943,0.2625109467339163,0.29353617076447835,0.18516629979190502,0.210532983789648,0.19248748537931215,0.042132606677078334,0.17655370076977028,0.1764105778865537,0.26057429696893347,0.18312139553548207,0.06290480768916497
8,0.17648851037760468,0.254180458656053,0.21454870620670866,0.23357918653477258,0.2809869833657505,0.31633499837116835,0.20353697802161036,0.22785320487576355,0.2090783584500288,0.04697135694938035,0.19111242483441684,0.19071132911145028,0.27944308844513194,0.19653218381250837,0.06956075301815001
9,0.1865283201043289,0.2714000266876223,0.22672513386234747,0.24949435982928966,0.29735103195378526,0.33664175579534067,0.22065973637926822,0.24402343311648658,0.2246285791046027,0.05165110039087522,0.20453283184676851,0.20372034807918663,0.2961799606661379,0.20880828007225596,0.07587264250910486
10,0.1951749821884036,0.2868242444356045,0.23766381002117315,0.2636382229144307,0.31194579969721326,0.35481830697216316,0.23664142217101097,0.2584252875099311,0.23911485191511914,0.0562325091261758,0.21698940989662627,0.21564657638359125,0.31040864916246086,0.22002409538141823,0.08184015342610529
11,0.2029099768654847,0.3007946286238793,0.24764870743440978,0.2763412289074502,0.32513284984511415,0.37119479641426223,0.25151011796109396,0.2714201846459018,0.25238921386876173,0.06063812060486223,0.2286176728935491,0.22664774499433019,0.3227965070121758,0.23011003734250998,0.08748080734833653
12,0.20976029606857183,0.31345105681991187,0.25683912851371826,0.28777172469844264,0.33711573288003377,0.3859995451621911,0.2653893275220805,0.2833672196828936,0.2645512738834288,0.06491326331222587,0.23953526891316948,0.23680887360406583,0.3342569824598282,0.23922669432830748,0.0928474370432494
13,0.21587393828168128,0.32507885017759064,0.2653345966056462,0.2980847924061382,0.3480789363532636,0.3994494904620096,0.2783209562758587,0.2943121119776664,0.27573480046514776,0.06904815100897847,0.2498483442159999,0.24627899189391508,0.3446920383185159,0.24777724902785045,0.09796108534793471
14,0.22128121652072813,0.33559641606912216,0.2731876794478605,0.30753151944306556,0.35813340196712856,0.41174496150213463,0.2903963562673149,0.3043769173171573,0.28612753241914207,0.07307066111856607,0.2596470712150702,0.25513559138008757,0.354029593471135,0.25570040352361834,0.10284430216859575
15,0.22606404352112253,0.3451122391115498,0.28042877211078276,0.3161286028415046,0.3673960669180429,0.42295965057853724,0.30167488829926403,0.31360832718403164,0.2957652568783823,0.0770022100398693,0.2689537292809374,0.2633649997235369,0.3625051320469865,0.26299611961907615,0.10750869321904055
16,0.23014544115992905,0.35367029826439295,0.28704426892384455,0.32411785013083494,0.37599056263428166,0.43317628953974374,0.31222668548998744,0.32242532094736226,0.3048973558245668,0.08080314445107557,0.27779431024340756,0.2709405739009732,0.3704856957449092,0.2699013628397303,0.11200756192836409
17,0.23375397321019425,0.36147881356422923,0.2929072915444588,0.3314089284997307,0.3840290686675982,0.4425447788641914,0.3221566483017918,0.3310068945635961,0.3135972017484209,0.0845034091045333,0.2861878447372534,0.27792531782235597,0.37814526805743226,0.2762021416977217,0.11635322906267467
18,0.236813747849641,0.3684655210427607,0.2983629006121292,0.3379426946765469,0.3916655462248362,0.45115287266420084,0.3314886098727646,0.33907225840125244,0.3220393033408163,0.08808899048279968,0.2941504223005387,0.28447639621788934,0.38516363878847004,0.2820984477866544,0.12054232325853427
19,0.2396212299057353,0.37487626357363446,0.3031103524261399,0.3438556743278191,0.3989621196770736,0.45914290922630757,0.340256220650499,0.3468069668654212,0.33017788873052256,0.09157436724252546,0.30170076201870455,0.2906831169966953,0.3917000253146169,0.28757632338884653,0.12459458053213776
20,0.24200779557760843,0.38061813426702135,0.30738558150049516,0.34926110921488773,0.40600053316466683,0.466566071073796,0.34848917886866526,0.3542671572602721,0.33787399560564135,0.09495551414636988,0.30887362298843607,0.29665413800626983,0.39806870344474304,0.2927406899461479,0.12853019960769935
21,0.24413087713277357,0.3858490669814554,0.31079145061129465,0.35432615277845625,0.4126725481919054,0.47350515301820606,0.35619765188659985,0.3614044770171101,0.34507420656755955,0.0982370712307388,0.31567225288135287,0.3023873387497253,0.40410086139723417,0.29756265407015264,0.132360248227343
22,0.245789100002559,0.3904932636473263,0.3138399419164399,0.3587837797029046,0.41889816557998494,0.48002118705371194,0.36338388025271956,0.36830700041409403,0.35173142969326604,0.1014118320252661,0.3221119114186865,0.30789894414268504,0.4097925225028314,0.3020131404008063,0.13610432998015853
23,0.24733120837202152,0.3947705023164744,0.3164715091973792,0.36282985210814034,0.42470477083393743,0.48621233755104015,0.3700813763811378,0.37492505422934264,0.3579249084648156,0.1045352692704612,0.3282322400273593,0.31321276232418677,0.4152542239807681,0.3062217260951698,0.13979659508999734
24,0.248516768350708,0.3986040720132344,0.3190188380540661,0.3664709768976969,0.4300912781131972,0.49206280946474507,0.3763429998236753,0.3813431879515772,0.3637656746419949,0.10757303335550973,0.33403704008403945,0.31837102807089557,0.420479685299305,0.3103550290987626,0.14342517150569448
25,0.24991061694099387,0.4021971895933783,0.32129514522655955,0.3698363385181777,0.4351856052235309,0.49761168407071976,0.3821933701601856,0.3873994035847041,0.36929924609008197,0.11052345541355345,0.33950953950029017,0.32335641498071604,0.42531792781993355,0.31435023358844877,0.1469861370982413
26,0.2510088035856206,0.4054111889991013,0.3236751862201663,0.37282100160164405,0.4400061370246235,0.5028745376262724,0.38768305105662415,0.3928974717651546,0.37458134440432683,0.11340097134814243,0.3446936991582074,0.32818784714194066,0.4296157720903428,0.31829639349989447,0.1504885903212315
27,0.25212488225692237,0.4084316349659984,0.3256571491397498,0.37564273964581524,0.44457847000276846,0.507866663718079,0.3928402274080734,0.39798385865518165,0.37962830873149195,0.11621396578750542,0.3496872150464841,0.3328738243020246,0.4334979458958546,0.32215400633819596,0.15393939615460475
28,0.2529759938870781,0.4111300499352687,0.32761484038024774,0.3781468066954747,0.44891941026842547,0.5126052280294162,0.39768115459828635,0.4027636824945438,0.38442612129318915,0.11896259310605967,0.35447046431099366,0.33739144369397517,0.43716341368867195,0.32588523535116826,0.15734019432312998
29,0.25371524571169085,0.41352198216132097,0.3294226821444442,0.3805356955088146,0.4530749688548042,0.5170705260801125,0.40221842055197493,0.40736241067466716,0.3889970491510031,0.12164896055954778,0.35902027179948603,0.34174220669599314,0.44063081751070426,0.3295350483256023,0.16066824246695002
30,0.2544245022756652,0.4157668360087688,0.33116300004163013,0.38282129848729535,0.4570434717535617,0.5213476040141124,0.4064855142753127,0.41159229461481434,0.3933129457471187,0.12428606506808636,0.36335075699501274,0.3459143207639172,0.443685868298485,0.3331202366122163,0.16393851544052246
31,0.25511748373043874,0.41788857618798403,0.33281147539231615,0.3849687477051973,0.46080578876429207,0.525459435234936,0.41050359338260123,0.4155987772109713,0.397364924666729,0.1268865507556684,0.36746999029241134,0.3499165744267296,0.446482514648908,0.33664387389262085,0.16715904687622374
32,0.2557682769019077,0.4198420159241119,0.3343331729513758,0.38691952570204435,0.4643664277421625,0.5293415395604519,0.4142671267109192,0.4194908514356534,0.4011433812978439,0.1294424476542591,0.37131751824454734,0.3537110452202466,0.449162491990722,0.34010921699762414,0.17031755518088895
33,0.25639690975593604,0.42170616255543564,0.33572863397128877,0.3887554067312671,0.46771120926827053,0.5330497910916273,0.4178062284933731,0.4232868866682098,0.4046876566865458,0.13194502932241592,0.37499468471179487,0.35737055279701807,0.45175383529753665,0.3435734293783981,0.17339161906269637
34,0.25696727784317647,0.42343169169640027,0.33700298996736683,0.39029515876518867,0.4709043015921337,0.5367828064061759,0.4211490946060634,0.4269949367711397,0.4079751916441867,0.13441092320362386,0.3785291477189103,0.3609964317222191,0.45424763714122357,0.3467839890421721,0.176351234893844
35,0.25747858360985554,0.4250246762499241,0.33823614114384937,0.39185669124930017,0.4739750826825845,0.5404069120280949,0.424375990195508,0.4306459455547824,0.41111962188592105,0.13684568893854585,0.3820131869703801,0.36470574841839765,0.45664709826785627,0.34998115327936324,0.17928004863487879
36,0.2580124046005212,0.426537143861868,0.33935560861948894,0.3934378374428065,0.47688387452132025,0.5438745058468217,0.4275305741498411,0.43418005814230937,0.4140773963335421,0.13925375474209453,0.38539730498267977,0.36807210263596857,0.4589014782956231,0.3529385268367244,0.1821222703706916
37,0.25846457292678715,0.42790916359894193,0.340459218148723,0.3949091809265337,0.47972487456481144,0.5469982549763378,0.4306108003432005,0.4375873140853104,0.41685422594000765,0.14162120353334007,0.3886301723350835,0.3710761413536882,0.46096886163472167,0.35565641986240626,0.18485628852061203
38,0.2588745125760411,0.42909979150198235,0.3414076935287819,0.3962876632973745,0.4824381913383192,0.5498485411423639,0.4337320833515755,0.44081511726062195,0.4194179248868054,0.14397517671183963,0.39168056801418155,0.37365877837674855,0.46274578301082453,0.35812421630493163,0.18751978701506983
39,0.259213486229513,0.4301436321661401,0.34235718019053585,0.39756741173236515,0.4851606032514082,0.5524418361657892,0.4368495541490685,0.44378426120008246,0.42181000640709065,0.1462973920916229,0.39458203388714846,0.37598932564806103,0.46437009728959255,0.36040212004589434,0.19007727666186638
40,0.2595332716134439,0.4311127987597551,0.34321595538571675,0.3987864347223252,0.48781839276276273,0.55487550314323,0.4398849398460279,0.44669599263194776,0.42403371458869604,0.14860018849461892,0.39738874012383124,0.3782136878684045,0.46595757733304577,0.3625468852185579,0.19255431759300645
41,0.25985865374049816,0.4319917975719709,0.3439721423500467,0.399940435601946,0.4904318153971012,0.5571865698634862,0.4428713780980662,0.44944867879207984,0.42612813054558263,0.15087297732420968,0.4000719908046149,0.38031643619427546,0.46742659020750565,0.36459000013809306,0.19498409719806348
42,0.2602209230805942,0.4327845676930245,0.3447294569213919,0.4010888399840373,0.4930153119801893,0.5593938696879083,0.4458181547661027,0.45193420504650755,0.4281325977372231,0.1531224827864448,0.4026115504710283,0.38228118246816706,0.46878760223696897,0.36658281453678276,0.19734522696580967
