,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20
1,0.18711592909476818,0.1488671011937456,0.12271711751086306,0.13271787705235927,0.19785841123985617,0.1432272493159995,0.03255210077988419,0.06136429677642815,0.06578418888151055,0.12750526528878267,0.0445263925498547,0.07294578568341409,0.052667197034272674,0.007496486048111586,0.05359537695983806,0.07556918502411525,0.12593909262281297,0.05967551994333351,0.07596707637601531,0.057100758141801496,0.014817808263251872
2,0.2539501187004544,0.1768844316684584,0.1568421935403252,0.1721878751248996,0.24165318880540268,0.19447586483433693,0.060058652989716084,0.10028361114437005,0.11065591915778877,0.22506838359988235,0.07718390531232916,0.13187298512109577,0.09342035195484433,0.012763377148158074,0.09777933400464359,0.12616032730067053,0.22602641047456393,0.10090082380782554,0.12550167588115302,0.10079443091043905,0.02783155874937575
3,0.3138247101586469,0.22074171585004593,0.179140301862695,0.2133054316100376,0.28689777849038794,0.26020073217876455,0.08453144940799089,0.13665848837508424,0.14650113421747513,0.30459664468109615,0.10570535595990566,0.181067047679657,0.12847938091309513,0.018005028413470712,0.13529579516895868,0.16831163138777466,0.31026793957715265,0.1371260901419475,0.16922664166702142,0.14048256409095966,0.04044706403598576
4,0.3512345266269264,0.24632539573691647,0.2140169146897108,0.24415840891108623,0.31345312111571527,0.306947446670944,0.10643327880084785,0.16681929837787118,0.18007729209693152,0.37365192419794435,0.13278039630750282,0.22288578766095907,0.15865249883392873,0.023185043512131746,0.16798254528677964,0.2067264329841334,0.3834893288830944,0.16966001425345312,0.20548234818228922,0.17413432990884556,0.052448721146295965
5,0.38657383036733095,0.27542899902117474,0.2387414693256868,0.27410880965645795,0.34984914118817223,0.35375030900739696,0.1262975372346625,0.19315293950103735,0.20979623675693987,0.43465222768463674,0.15726262473890731,0.2592882706279439,0.18526251985997275,0.02816848869478926,0.19756631250935458,0.24054952651822253,0.4476249946662469,0.19798516545870606,0.23682916475025304,0.20387662232441142,0.06387849567718144
6,0.41311507559408484,0.29502108357716905,0.26941518375292467,0.2968387180301093,0.3750038011825848,0.39002435458881923,0.14461117052535882,0.21626659001338355,0.2360652955856826,0.4882686976668869,0.17957721187262432,0.29140938989978754,0.20968664880657642,0.03294771170784609,0.22500965188734676,0.2700899664396529,0.5038142221338651,0.22331880758164616,0.26463436776648697,0.23076644511412456,0.07475956783960663
7,0.43790393408601275,0.3161948711514027,0.2934886696642875,0.3195129985336874,0.4036601457600239,0.42533160994893565,0.1617947320871195,0.23744927043472072,0.26000150877302797,0.535575151051004,0.20037857283537644,0.319989488277745,0.2326819006938941,0.037528989583817646,0.2507338177121664,0.2968986967325953,0.5533850396678087,0.24638300168140234,0.28943509948855595,0.2558271333592746,0.08514880943072141
8,0.45805184924202474,0.3332432828983062,0.3189018040107851,0.33851101897330893,0.42598600379606694,0.45463897550463395,0.1780540259266618,0.2567252310054357,0.2822747549299187,0.5774017751327658,0.21990185277395607,0.34558844426864055,0.2546552813058679,0.0419678145687507,0.2749266146875321,0.3216301178548377,0.5972010267199903,0.26786602133512694,0.3119564563909511,0.27956633538013514,0.09508717435578785
9,0.4774422983171313,0.3507717208035944,0.3395957339156489,0.3574569273352745,0.44967475482265024,0.48234816201786945,0.19353952697518273,0.27457740326746205,0.30290692678023534,0.6145931767752443,0.23837106985824466,0.3687034281617698,0.27538299647294046,0.04626780437889156,0.297923797794008,0.34462229407766376,0.63600274337278,0.28812583671202635,0.3324420845422623,0.30202807554373823,0.10469578127764077
10,0.49420923728037075,0.3652043403860738,0.3609310828001862,0.3739137422359348,0.4696300604654324,0.5060761778088481,0.20816951530257014,0.2909835348683994,0.32115893671159534,0.6486302638525006,0.2555016740604075,0.38969463106659785,0.2947571284966777,0.0504575348958541,0.3197755312812506,0.3649793060912531,0.6712736925220434,0.3067298935465298,0.3513294585113944,0.3230515382416235,0.11395752517645931
