,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8
35,0.31207197015702676,0.39122534297616274,0.3820601445817008,0.466924025244584,0.4431958409747206,0.44452198679324445,0.4321406681210565,0.4104170516297335,0.22241052183306412
36,0.3127900930471814,0.3932891404749698,0.3836656246485443,0.4682613211721833,0.4443711615046535,0.4460841216628537,0.43398262561459244,0.4116230537322287,0.2263600729501921
37,0.3134285577323243,0.3952908819933827,0.38512639567218576,0.4694927847092552,0.44545119213778533,0.4476293602656996,0.4357158604917018,0.4126037354065701,0.23022112146730414
38,0.3139910500073688,0.3970894224894916,0.38663084400148634,0.47062051982807473,0.44638543284176885,0.4489516513476544,0.4373084333726328,0.41357716463338406,0.2339908047089489
39,0.31456486395025673,0.3989700743293931,0.387990379686745,0.47168465144258004,0.4472403490732228,0.4502616544409163,0.4387632048582052,0.4146388612971431,0.23769643036000837
40,0.31503426465158396,0.40065942068853444,0.3894213599303362,0.4726859412246789,0.4479860522649567,0.4514973683802945,0.4400959198628619,0.4155369853796897,0.24130126735186178
41,0.3154667793261347,0.402405322115265,0.39072764745049676,0.47367201309607543,0.4486667936325748,0.45272127283812785,0.4412858598464362,0.416500293224932,0.24476931163683066
42,0.31581635114029394,0.40396546414362877,0.39208667694939486,0.4745757882609704,0.4493001709624343,0.45386701034338434,0.442410220780375,0.4173771241948133,0.24814648100177183
43,0.316183587624035,0.40556724724115734,0.3933799163685817,0.4754487514504963,0.44982737047999055,0.45491432490966316,0.4434275986481955,0.41828374103134897,0.2514470368514128
44,0.3164610103732475,0.40703338274761397,0.39472405284510903,0.47619734037374195,0.45035254964174876,0.4559791108059707,0.4444233746410448,0.4191154069556467,0.25469088823505476
45,0.3167766947680971,0.4085056832095196,0.3960136104974072,0.47687411096870935,0.4507627877738112,0.45689839734010845,0.44535124660819164,0.4199823754394092,0.25785376985928193
46,0.31699747569997466,0.40989612791404284,0.3973512574069617,0.47746450479163155,0.4511567367053274,0.45787299913198903,0.4462485616809048,0.4207676555658534,0.26094461933739066
47,0.3172072140003861,0.41132027928337944,0.3986278665131874,0.4780132885267638,0.4514942398823122,0.45878320046439663,0.44706766076025645,0.42156849745383224,0.263977133038359
48,0.31735821983859097,0.41262741362229394,0.39985033481607335,0.4785081429515803,0.4518068664823453,0.45966771110175236,0.4478490141856417,0.4222865696336952,0.2669338623043233
49,0.31751031944382,0.4139627467951248,0.40092394384927105,0.47897741583256614,0.4521401141467045,0.46051431613637006,0.44856329246402327,0.42302134263067076,0.2698389467356135
50,0.31761762983711167,0.4151516051862546,0.4020467086004148,0.47938015323599514,0.45250056366092184,0.4612877551383875,0.44928333613090216,0.4236788037614797,0.27268945713145554
51,0.31772784424970074,0.41638593968668086,0.40306602739483854,0.47976596566794677,0.45289572962713726,0.462057329417659,0.4499927305889175,0.4243293884330149,0.27546598903711705
52,0.31781154871599054,0.41749495220534905,0.404150676883456,0.48008951185799564,0.4533123413773731,0.4627550525533873,0.450675815453676,0.42493079780907883,0.27818368227854223
53,0.3178875492913665,0.4186278857328436,0.40512117851354496,0.4804008061556609,0.4537789756087713,0.46346297349662646,0.4513004966446512,0.425533117462056,0.2808304507411393
54,0.31795671573828665,0.41963976319126844,0.4062070350382472,0.48068065481136596,0.45423813084759085,0.4640946973898573,0.45190393351481517,0.42608462622820875,0.28341660047756245
55,0.31802871179956776,0.42072978741393985,0.40715692696627115,0.4809685462384589,0.4547811000603042,0.464826494332305,0.4524851582393541,0.42661587243423593,0.2859569824221324
56,0.31808849886232593,0.42167373574880945,0.40825985652261054,0.4812167791938088,0.45528795451418747,0.46546205147217945,0.4530237408432991,0.42709856328505375,0.28843247370425784
57,0.31814082720019826,0.422752560524997,0.40917413867369856,0.4814830605756053,0.4559248446026873,0.4662718482733093,0.45355689692026285,0.42759177125118797,0.2908508787921908
58,0.31818342962338914,0.42365606784040355,0.4102776699442999,0.4817060093801705,0.4565460269919841,0.4669747200774231,0.45409184271102765,0.428047023127317,0.29322600425224316
59,0.31821121487121823,0.4246628927779027,0.41127486537551555,0.4819227838540208,0.4573138179635114,0.4678096049072447,0.45467028670265847,0.42854451198000565,0.2955544162322376
60,0.318239638594005,0.42554053118349244,0.4124517382483953,0.4821257708013757,0.45803067322105984,0.46856219660051485,0.45525551759771765,0.42898453840132983,0.29783696124687303
61,0.3182619967003475,0.42654440800201004,0.41352301677360553,0.48234567916034965,0.45890068909997744,0.4694735963080506,0.4558912822398738,0.4294710948339865,0.3000758521791185
62,0.31827552035214096,0.42743276192839497,0.4148173389336838,0.48253762730788136,0.4596763196161211,0.4702784452828548,0.45647923547142377,0.42991837265154675,0.3022788222487738
63,0.3182790052660624,0.42849850083117647,0.41597088536551974,0.48276830115053565,0.4606048133131885,0.47129148930548065,0.4571096459449609,0.43043790813746907,0.3044367855971961
64,0.31827405222122324,0.4294392559535887,0.41732816785787,0.48296467633903206,0.46141510509411776,0.4721508717087037,0.4576914765301581,0.43090558830243725,0.3065287157241592
65,0.3182502632633473,0.4305718015582259,0.41844454716997,0.4831924107621618,0.4622795298152245,0.47319828712520645,0.4582284534947523,0.43142745518646164,0.30849047361606585
66,0.31821179928307075,0.43150628670982394,0.41980760970532227,0.4833763938490013,0.4629756616627368,0.4740019627251106,0.4587150183158992,0.4319116473603992,0.310369478989504
67,0.31818840607614457,0.4327030488835766,0.42097652136517183,0.4836515034445739,0.46379985805569485,0.47506424276908665,0.4592195121173289,0.43246362864308124,0.31221304494453783
68,0.31816453971583547,0.4337130112228752,0.42242745946502686,0.4838838569614178,0.46447022635819213,0.4758983568412632,0.4596489297009558,0.43298060899726676,0.3140311044734231
69,0.31817398951622616,0.43500864998419,0.4236635199084519,0.484186652958683,0.465344015366493,0.4769777776747111,0.46009799008300856,0.43364051166608486,0.31582610961167856
70,0.3181813008257721,0.43605353836971317,0.42523341361783706,0.484473408076527,0.4662084795610344,0.47781744042124813,0.4605092664750356,0.434233566587842,0.31759149483839094
71,0.318256177564679,0.4374535854868939,0.4265995087919356,0.48483976800982903,0.4672720904599951,0.4789976234180254,0.4609159254681991,0.4350080160728778,0.3193315541221596
72,0.3183342251616813,0.4386062176769767,0.4283658665561905,0.48517340484063676,0.46819850948329694,0.4799414293079053,0.4613049023078359,0.43574744443177416,0.32104415863319385
73,0.31848437847325894,0.44012679226011403,0.42987133045386927,0.4855912278227158,0.46931534592504953,0.4812273857526294,0.4617332501040436,0.43665484704795776,0.32272299090553974
74,0.31863880157289676,0.4413609343188544,0.4317946469844108,0.48596475102194664,0.4703141702553178,0.4822268522201842,0.46212973584248446,0.4375066583799441,0.3243648798772159
75,0.31884601400044127,0.44302116542240955,0.4334227565354047,0.48646935330008023,0.47164833480709845,0.4836653350415692,0.4626324052673101,0.43856191450194787,0.3259902609382768
76,0.3190949042926492,0.4443404197931719,0.4355896042777654,0.4869260755093094,0.47274594306201756,0.4847580272778025,0.46301615264715673,0.4395297687956379,0.32758824131953485
