,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20,zone_21,zone_22,zone_23,zone_24,zone_25,zone_26
11,0.33707756029481517,0.32864127814887995,0.23066038136959827,0.3349606747572566,0.26899377962398996,0.4273419029431364,0.2961387635906199,0.20554154312290973,0.19797421696219478,0.2176017600864673,0.21327118754418922,0.24732358145062622,0.22316472156647826,0.19161794699569612,0.18237247137310353,0.21361656821536823,0.1332683348126451,0.04581027559595497,0.2475462689713984,0.2192090936749486,0.31036184388589216,0.2927324941973832,0.2804522816957721,0.2617728210473557,0.2610767504241624,0.22318257849857187,0.09165295894179096
12,0.3484164762739306,0.33855421956628706,0.23902426012914735,0.34805347670110703,0.2776660957382396,0.4370757175135933,0.3039331295776039,0.21412897444233386,0.20962675226276414,0.22597979772790414,0.22394332827580962,0.2594733539671165,0.23437624945562135,0.20050315759180462,0.18823767648111364,0.22309284119732228,0.14244680966123396,0.04858863664107953,0.2589283013234336,0.22845179462664125,0.32543394011540555,0.30636497020329345,0.2877600981258267,0.27188719244728127,0.2676000676558402,0.22969790093313758,0.09765063942116374
13,0.3584535128307305,0.34728839482860324,0.24648586352450305,0.3599038232665032,0.2858152277682736,0.44526656069322035,0.3109825304002129,0.22228904857101087,0.220702172374107,0.23331195440386043,0.23429266346937114,0.2707734517302508,0.24479754461601297,0.2088297710765142,0.19345801973830146,0.23218401059770638,0.15138648351127126,0.05120327829183453,0.26947208320547195,0.23731534606896246,0.33934206318331167,0.31905473308174276,0.29464155470030057,0.28134296881935594,0.27387063010002116,0.23620264391351997,0.10343807841909546
14,0.3676158521761085,0.35490431811823914,0.2536298745240582,0.37064253881781883,0.29356344374160176,0.45207381256706614,0.3176498041900948,0.22963031496778585,0.23131501425486625,0.2409787986737259,0.24425883376399127,0.28131967327729523,0.2545280837328144,0.21685050584576795,0.19840619757962072,0.24118391724100757,0.1602276077695633,0.053766857945235266,0.2792811681734917,0.24542703345612368,0.3522316935040556,0.33044179886904074,0.3003472206239206,0.28966595771823767,0.279422010811489,0.24172128531081985,0.10902587161249302
15,0.37564525956554884,0.3615440595822329,0.26038594689288563,0.3803779097906549,0.3005608631516,0.45792420458076644,0.3239289417112389,0.23647687352830504,0.24148073935003972,0.24801685658548714,0.25376465208059645,0.29117253211244315,0.2636129262399228,0.22457628603641258,0.2032336662798121,0.25010663818204126,0.16888176086436785,0.05623367596555337,0.2884402370768346,0.2532720716655915,0.3642404659360304,0.3412667218689901,0.3059081753010247,0.29794888343911463,0.28541227050085,0.2474217887249296,0.11443922715578961
16,0.38312008876029446,0.3673314351389651,0.2666851968146026,0.38915878435692264,0.30734454420650453,0.4628442791714905,0.32969714588995735,0.242740524179711,0.25119028747820854,0.25502971195104424,0.2627964376190025,0.30033043656511976,0.27209209004140045,0.2320940611993976,0.20795689383346244,0.2587061999563575,0.17733237360563026,0.05857024146939516,0.29697042677563934,0.2605020835564797,0.37540800611737485,0.3511125024402908,0.31081098880042457,0.3054959506247246,0.29065210770841376,0.25251774776740216,0.11967962910319445
17,0.3902958622998936,0.37239530185968167,0.2726561495345457,0.3971589363545459,0.313802406683079,0.4671256676277367,0.33512493305944646,0.24858477159152936,0.2604650767421793,0.26118948694284955,0.2713260096285174,0.3087889870815702,0.28005020857306545,0.23938229522471036,0.21258498276892723,0.266896766232515,0.18558936673442972,0.06083788216070811,0.30494875580923686,0.267222331120279,0.3858019256901258,0.36039172311118206,0.3156744049243904,0.3128305492458595,0.2957816048749374,0.25743857986335517,0.12476965062757372
18,0.3966549694380011,0.3769903985439916,0.2783316180530156,0.40430468705132244,0.31950020036239335,0.4706673529054814,0.34016132276797484,0.2539844455244755,0.26926676347242784,0.26723239384068176,0.27939847453042543,0.31652449129546323,0.2876677471778676,0.2463094341018287,0.2166844214202334,0.27459352174498697,0.19361393634255342,0.06302675210526522,0.3123701750561534,0.2732910400680826,0.39546140156105,0.3688887763762429,0.31957732823695717,0.31932064452040526,0.3000692164876299,0.26192256549468024,0.12968635833533473
19,0.40238192499235437,0.3811117056251082,0.2835750173301618,0.41074993272346094,0.32484767630137695,0.47371971094850995,0.34491005897248495,0.25893152093647015,0.2776118697274885,0.27279053920391905,0.28697065548024914,0.3235514031711889,0.29494114044792147,0.25292469776549814,0.22032818339808097,0.2819817878531253,0.201394367455057,0.06514392934379835,0.319264345227782,0.2788552418842599,0.40441612921766995,0.3768629579981567,0.3232516164742513,0.32534425360444696,0.3041411792371211,0.2660702591812437,0.1344429840295496
20,0.40740248889668595,0.3847978286572609,0.28834793387846425,0.4165098973512151,0.32960935218033277,0.47629550390515496,0.3492014449185429,0.2634942156290421,0.2855274536354025,0.27767957333787385,0.294171521041612,0.3299116262934604,0.30179675379102167,0.2592713137191006,0.2238805660720824,0.2890833014448819,0.2089263509562325,0.06718304462297217,0.32569569394911224,0.28399629593537623,0.41282326270099656,0.38423953674471817,0.32669096163994527,0.33110290506029577,0.30802488541539474,0.2701928057067205,0.13907386627714752
21,0.41178820053854603,0.3881824781751296,0.29291928290480784,0.42172289368572574,0.3336989915041711,0.4784003687926677,0.3530584520664638,0.2674639881755581,0.2930047875286252,0.28269425291438943,0.30101641943057544,0.33568374245401217,0.30822871314394623,0.2653178113254906,0.22713687104833138,0.29594347287796685,0.21618680976042032,0.06915392413465325,0.33171712281249965,0.2884992858393356,0.42064164595422965,0.39093623135000355,0.3293572776591764,0.33598532455186075,0.31147083623538846,0.27357371037061107,0.14357880815138868
22,0.41600596676719664,0.3912310548051581,0.29691844745407486,0.42653655955843056,0.3377184308917519,0.4802470286593823,0.35686378768582455,0.27127241857058676,0.30011588312069987,0.2872186907342036,0.307476143333937,0.3409700362213574,0.314202303208366,0.27107562165488425,0.23031279385106368,0.3025917358721784,0.2232086910072242,0.0710373632565236,0.33736331516475254,0.2927831103692484,0.42794201912837554,0.3972109787962903,0.331928568984602,0.34060184455035514,0.3148503242194241,0.2769967724259619,0.14796620019747378
23,0.419613119801017,0.39387622721906135,0.3007638856253643,0.4307365105350224,0.3410865042252296,0.48185287530984955,0.3602039121515034,0.27454362068419064,0.30686636971000303,0.2913811545621655,0.313620559507006,0.3458274275178083,0.3197638626092724,0.2765725386363308,0.23350323765748476,0.30903738150124943,0.2300090931692371,0.0728655801584734,0.342666204508476,0.29681965902451574,0.4348599519360027,0.4032603591924015,0.33462685904160205,0.3451127434337426,0.3183474827517163,0.2803068112219439,0.15224412119756783
24,0.4230345618314839,0.39643410115483113,0.3041608625922339,0.43464324869900967,0.34446372555814425,0.4832163441204202,0.3634563590723024,0.27760825721023225,0.3133335840489186,0.29542616759532936,0.3195615826134005,0.3503002049934308,0.32491929867227215,0.28188138706921195,0.23652088007135624,0.31531616704529547,0.23660860532550157,0.07465176756680857,0.347698850107668,0.30074897668353795,0.44131881778438276,0.4089277394579925,0.337309772194115,0.34937950170217474,0.3216804160168739,0.28338330396206746,0.15641179299732047
25,0.42604502554176854,0.3985621557011013,0.30748339457779245,0.4381557910030209,0.3474637300636876,0.4843441475304595,0.36636145146663907,0.2802635259604736,0.3195536740133024,0.2995972482452671,0.325381888616403,0.3544189296392163,0.32972020461818285,0.28700876556173865,0.23941306986333943,0.32162920195892925,0.24304072820103187,0.07640074828562901,0.35247617083676164,0.30447491290577144,0.4473289804233506,0.41425139986264664,0.33945913214578244,0.3530834505180619,0.3246694709976633,0.28621106576159194,0.16046025220757637
26,0.4288509689485713,0.4004939847023223,0.31057258531448695,0.4414006653825693,0.35023533942264545,0.4853290258860389,0.36919730106697524,0.28263336022501206,0.3255500924823971,0.3033178838338967,0.33101211841172173,0.35822769154116196,0.3342354736884656,0.2919717458179878,0.24222798539894813,0.32798490682512355,0.24930330826041963,0.07810020440053997,0.3569970107778695,0.30809196567740377,0.45300196065179843,0.41931222622170417,0.3417762301565972,0.3567336797749825,0.3276810444263402,0.28896426859077523,0.16440966163233697
27,0.4314446878833058,0.40237707042991916,0.31342079432323977,0.4444366298309437,0.3529001755273777,0.4861785991882419,0.3719515832065123,0.28488164004507066,0.33133916071409264,0.3070178794474441,0.3364977720026202,0.36176600992613983,0.33851503905057595,0.29682474826591515,0.24498283516716354,0.33430148054293385,0.2554386146426524,0.07975948139244872,0.36128232080966877,0.31167633062961225,0.4583976056075321,0.4240335206835841,0.3439575149485267,0.3601089517274449,0.33049582723109333,0.2914527770402087,0.16825679456307197
28,0.43369452408556697,0.40410045591025295,0.3160982429360574,0.4471749154566746,0.35523933157671767,0.48689532263805385,0.3744867547373958,0.286765108914016,0.33692242109312565,0.3105484810997588,0.3417589677924627,0.3650614250109493,0.3425806913776782,0.30156790902159714,0.24782003024092586,0.34051638900427317,0.26142315755863577,0.08138333659806817,0.3653527455847154,0.31512852137444974,0.4635171119355474,0.4283782749747553,0.3459591870507141,0.3632849921662562,0.33310149399567646,0.293743206902242,0.17201066268167428
29,0.436036874033674,0.40570475503510633,0.3185631178426751,0.4497113428235841,0.3574452437708022,0.48748948139129017,0.376943786508859,0.2884109379711347,0.3422787264055111,0.3137400391353561,0.34668346799289645,0.3681358570994431,0.34643809152745986,0.30618775189601116,0.2506910624892019,0.3465591161138562,0.2672190940806227,0.08299027204368639,0.3692387341187799,0.3185375938247888,0.4684241248554886,0.4325393819230294,0.34797005660430214,0.36633259928643075,0.3357741141494636,0.2959614768397516,0.17565209831492656
30,0.4378912514421031,0.40725021717615606,0.32085730305664956,0.45206047761273954,0.3595855805458613,0.48798476818903747,0.37924763033803244,0.289912598621759,0.347419033908601,0.31664480692244845,0.3513454129280085,0.37108374596398036,0.3501126050302384,0.31066285239469377,0.25359781357520006,0.35245039270324846,0.27283661844411095,0.08455393722335917,0.3729399792338864,0.32177938980771137,0.4732540310118391,0.43647442135474857,0.34999740176069905,0.36933265747129396,0.33846151248552314,0.298014755374297,0.1792028893609047
31,0.43981951977994993,0.40870247132706156,0.3229817800174829,0.4542201085454752,0.36161802991477066,0.4883784850702728,0.3813663866130298,0.2911732270607239,0.3523348474494566,0.3195096471339641,0.35576364091629764,0.3739780512770078,0.35360851778943747,0.315010473831823,0.2565480920284908,0.358141941586744,0.27826498510042263,0.08606994492966115,0.3764525612848962,0.3248945458127634,0.4779524253778805,0.4400666284048769,0.35181889153833523,0.37211767919867206,0.34080361925607755,0.2997656492191502,0.18266259472381766
32,0.4416581721153181,0.41000923677579937,0.3249484775387398,0.45623494695412736,0.3635282888292681,0.4887164624889699,0.38332011902974467,0.2923631091398973,0.3570050136300165,0.32210060513832983,0.36000178686468054,0.37681781384876717,0.35692565137405285,0.31919382542090213,0.2594957745798515,0.3635894453800955,0.28349396289736667,0.08755974994527925,0.3797445089032086,0.32774883552657524,0.4824742452547512,0.44350733862539327,0.35356646984959084,0.37482846698294053,0.34315313243013634,0.30142300365611296,0.18603383826031014
33,0.44310849694226756,0.4116785487567752,0.3267141043520987,0.458163914530118,0.3653189495421546,0.48944557936898786,0.3852150540407691,0.29351756034051785,0.3614164192593567,0.3247014950217083,0.3640377772152364,0.3795539440888017,0.36008952358449436,0.32319255282630766,0.2624224018307675,0.36873320520524416,0.28848305777011757,0.08901627357856266,0.38283960350690194,0.33047862884503854,0.4868877974083749,0.44665477441763946,0.3551502584920847,0.3773045137598884,0.34516312905454366,0.30282881422223834,0.1893357927520131
34,0.4446165141006471,0.41314595944035476,0.32856399482091453,0.4598427928244813,0.3668275726124572,0.49029546708701094,0.3868931939408062,0.2945333512269669,0.3655640182869545,0.3270869501179488,0.3679728154891969,0.3821593487119836,0.36310049143437784,0.32700393980232456,0.2653113982553254,0.3735799895182228,0.293225321537405,0.09046124594203812,0.38570982986353963,0.33315586446415013,0.49118948992589706,0.44968233981350264,0.35686785230474843,0.3797876554445379,0.34718684173638725,0.30424394187130827,0.19256776164966097
35,0.44621026665012303,0.41453486379196025,0.33031008152235597,0.46144481654368963,0.3683606590353777,0.4910953127668756,0.3885194547089463,0.29559834619453396,0.3694837262973997,0.32938901009427374,0.3717979127262524,0.3846052767442833,0.36596757103672456,0.33060823899988945,0.2681524477622675,0.37816446466145165,0.2977149387927723,0.09185435198339363,0.3884177615514635,0.33580907168000285,0.4955025893693281,0.4525398534042838,0.3586522025517886,0.3822070003923993,0.3492122196714058,0.30559058069868117,0.19573787460953657
36,0.44761129996295973,0.4157546182136297,0.3320775006959226,0.46294480746485017,0.369738311550568,0.49184356875296437,0.38998326037584397,0.29665739454472795,0.37317922365692247,0.33153573201265396,0.37549184073888703,0.3868523817498596,0.3686581167492673,0.33400051566131655,0.27094191803125056,0.3824660889251858,0.3019607519711841,0.09322593829434757,0.39100402737020684,0.3384328748214673,0.4997527124240251,0.4552443204691214,0.3604212300895355,0.3845942850010033,0.35120590756446207,0.30695355062307067,0.19883841547968192
37,0.44893555890770614,0.41684531493196814,0.33381143416630216,0.46436365614519154,0.37102247264837296,0.4925199934816027,0.39131631023235935,0.2976349796789745,0.376665092790187,0.33365623404560424,0.3790601490482356,0.38891074261033737,0.37117387393118983,0.3372084434010026,0.2736549648695714,0.3864856649994512,0.30597792710751937,0.09457873458295749,0.39350692407956084,0.3409319637678496,0.5038939559203839,0.45772264064469337,0.36203175449241654,0.38682902087914595,0.3530019813054318,0.3081402495388583,0.20187412490893164
38,0.4501820384606065,0.417815445108456,0.3353895297423586,0.46570414745588035,0.3722606849926726,0.492915088148919,0.3923697739704341,0.298553559830753,0.37997512971542274,0.3356415402107757,0.38249395434011146,0.39081855296320356,0.37350595073596893,0.34021017014486993,0.27622463755233223,0.3901179487780877,0.309795631629602,0.09587092831759969,0.3959507222910403,0.3433642090674807,0.5079233736354495,0.46002526777448594,0.3635194047811471,0.3890146302955185,0.3547479031769619,0.30929119931659715,0.20485967769017485
39,0.45134757091259287,0.4187072367037607,0.33690920167301125,0.46693640783030765,0.373476712785095,0.4932315177944321,0.39332511845108553,0.29941787127984654,0.3831357979451931,0.3374530701352014,0.38581168606226357,0.39262022137864616,0.37568574097839696,0.3430539885840717,0.2787200038989338,0.3934355119559282,0.31343924176446325,0.09713413930572616,0.3983716852380366,0.34571564527395277,0.5118458040636112,0.4622157181912043,0.36494040700978747,0.39115441146968305,0.3565542745059283,0.3104061644055284,0.20779207546036055
40,0.4524264403933219,0.41953847548248424,0.3385256138833177,0.468044309256514,0.3745466268209811,0.49350841934256007,0.3942062778015374,0.30022546470180156,0.386178847731733,0.33917796843828957,0.3890150099180239,0.39436812131560905,0.37771670881071184,0.3457155379642435,0.28115565899272665,0.3965532847717724,0.3169184781031061,0.09835770958187227,0.4007327137073427,0.3479647694344559,0.5156746590356427,0.4642357523614326,0.36617680180483175,0.3931277884831713,0.35815095224361987,0.3114018028881656,0.21068084761317077
41,0.4534864294676607,0.42032486295639715,0.34012822919815083,0.46913209009299633,0.37568566847732515,0.49367929586444803,0.3950410349583742,0.3010064802984874,0.3890997959181422,0.34078651727690734,0.3921084073105381,0.3960954194827365,0.37964165065053884,0.3482264670718575,0.28351388517472875,0.3994868968682829,0.32027088388821845,0.09956512432406514,0.40303240568514104,0.35014050870673985,0.5194327227961562,0.4661424056942012,0.3672995994046072,0.3949826981852001,0.35954773618399316,0.31233722290158766,0.2135236439115773
42,0.45452468059306056,0.42106800215166945,0.34153776091708843,0.47016393736577605,0.3767273525458567,0.49380805721815413,0.3958572342969458,0.3018430436290162,0.3919097008865097,0.3422180767130423,0.3950904920414197,0.3978111605044372,0.3814743114788918,0.35057562891579336,0.2857647451837808,0.4022467392527121,0.32348324630078423,0.1007302311721538,0.4052737044363991,0.3522586309000337,0.5231385048900185,0.4679223838413428,0.36833897326593873,0.3967910195163195,0.36109813875270474,0.3131890375957912,0.2163238919227262
43,0.45550689598753996,0.42176623326370943,0.343077432453055,0.4711078352815453,0.37766238652641965,0.49385656307226933,0.39658664354372075,0.30261899069709036,0.39463093595848286,0.3435562426314965,0.3979492888970531,0.3995323460843474,0.38327960661406435,0.3528187168531645,0.28792510300365154,0.4049138774946018,0.3266018626909778,0.101852146114581,0.407429015581607,0.3543015072742258,0.5267798255050586,0.4696089798939359,0.36926112501031766,0.3984153373681132,0.3624264126969981,0.31400467048197944,0.21907688102539954
44,0.4564893054463052,0.4224492655845652,0.34445928731073705,0.4720438088005347,0.3786477598665319,0.4939369917329039,0.3973370623843623,0.3034698567227967,0.39725599694157027,0.34485435956082455,0.4006939588508689,0.40126670864009956,0.38502421468999587,0.3549468328950097,0.2899434448662446,0.40745780425713957,0.3295918485619173,0.10295010003720749,0.4095254533515354,0.3562689312337584,0.5303297467579562,0.4711902355300425,0.370027213275074,0.39989836392163863,0.363724839878679,0.3147105352806033,0.22178698680321243
45,0.4573896927022052,0.42308630095586997,0.3460158283199727,0.4728892946346238,0.3794174158420799,0.4939699505887707,0.39799301042385643,0.30421598392063987,0.3997990411331443,0.34605777841646523,0.40332011789914446,0.4030270752763708,0.386723289388141,0.35698179068396824,0.2917947545833813,0.4098831138423416,0.3324558350802603,0.10402858434573856,0.4115475948961615,0.35819885690862424,0.5338041857971871,0.4727287000698419,0.3708021395708025,0.40122128609829605,0.36488308326143726,0.31537466679925735,0.2244541382200711
46,0.4583053110074858,0.4237007957102864,0.34738933639051983,0.47374796684797826,0.3802085470647961,0.494034649373792,0.39864923470083574,0.30496392946588635,0.4022449929178441,0.3471450733513803,0.4058342789071545,0.4047891982177802,0.38836463047722003,0.35888815408518665,0.2934453813327068,0.41220572921078297,0.3352133496916919,0.1050835718995479,0.41349123246689334,0.3599974343940676,0.5371725182780759,0.47413659438684147,0.3715444524300767,0.40253622124884475,0.36600516977885983,0.31591104243687634,0.2270714042748218
47,0.4591779137854773,0.42428514953460816,0.34881628647442864,0.47459952959059054,0.38092572467300445,0.4941342358054304,0.39930199637138714,0.3057182660308098,0.40462601816135335,0.34818873413507123,0.40824842185594107,0.40652733549171427,0.389978315380324,0.3606971839367042,0.2949789723715494,0.4144082203582801,0.33786045132770093,0.10609455548792714,0.41537400624163645,0.36174117354974944,0.5404118693527511,0.4754889975271141,0.37214235865402284,0.4036283537384481,0.36685378936626817,0.3163437409433335,0.22964691309547527
48,0.4600348283915801,0.4248425168644115,0.3502547625084329,0.4754237527344541,0.3815470054839487,0.4943521452216815,0.40000475128965374,0.30647960848675865,0.4069391998061259,0.34908037997276015,0.41055312224709867,0.40823525949133854,0.39156342717853637,0.3623982010629913,0.29642609149568094,0.4165747724499625,0.3404105744450924,0.1070744624709437,0.41717371247981844,0.36339977164526205,0.5435164264532126,0.47673091547582985,0.3726773406176827,0.40464337538567274,0.3676814397194794,0.3167295552493054,0.2321811748549246
49,0.46085587459053434,0.4253747172671591,0.3515998831137792,0.47622390985909324,0.38211273145280367,0.49459999538372007,0.40068497124449975,0.3072304415656586,0.4091736570794956,0.34994439257415594,0.41276451847528345,0.4099077904911912,0.39310795267845544,0.36398791123035873,0.29774640514666806,0.41862699372518897,0.34285991321012693,0.10803843437337282,0.41889993681152643,0.36498381878127295,0.5464616212602432,0.47785400529736805,0.3731452857611416,0.4055837373404178,0.3684425243781274,0.31703590376844176,0.2346822631900971
50,0.46162719689718335,0.4258775113281935,0.35288832952034166,0.47699763602152856,0.3826234984314717,0.494784847798311,0.40122485415825515,0.3078936133783738,0.4113241083347941,0.35073114386140075,0.4148844024971116,0.41153001620472046,0.39458501146579233,0.36546255499400465,0.29891997952197646,0.420539147014171,0.3452087988950139,0.10896501110022468,0.4205718501585537,0.3665047516589722,0.549236816750336,0.47886448908669194,0.3735826205545672,0.406427807581536,0.36918204543897604,0.3172796852123525,0.23713819568020617
51,0.4624038816783373,0.4263686329409922,0.3540437730936661,0.4777370489081348,0.3831190465511889,0.49499446430197463,0.4017654229091263,0.308531848877395,0.4134035595735674,0.3514620204538256,0.41693285390120627,0.41309333778502283,0.3959761653211337,0.3668477670150988,0.30002588089293186,0.42236596328569903,0.34746125712671944,0.10987512065911666,0.4222105662979261,0.36795570817160395,0.551829119422053,0.47975361860601395,0.37392773972099885,0.4071851128782981,0.36993897669622544,0.31747883790112014,0.23954916260622747
52,0.463107360427003,0.42681805835632786,0.3552106449237984,0.47839076577240536,0.38350513242169615,0.49510109880838504,0.4021099856628505,0.309017942916103,0.415392051577566,0.35208708130834965,0.4189077060780712,0.41459071800455677,0.3972887177461322,0.3681624774487521,0.3010550492559257,0.4240601223311755,0.3496265912218279,0.11076510028672433,0.4238285703526726,0.3693263277607136,0.5542456261482414,0.48058036314710095,0.37418059048131896,0.4078683290222335,0.3706532136216972,0.3176095416106674,0.24191477072650353
53,0.46377896126323376,0.4272551393289456,0.3562301008156312,0.4790001546945251,0.3839822805752656,0.4952252959132078,0.40245994163254917,0.30947529679959007,0.41731333884203514,0.35268506085100565,0.42081352138850137,0.41602593785663594,0.3985205385922469,0.36941785063528176,0.30204527697951256,0.4256713089695557,0.35170563253144677,0.11163157728172673,0.42543918257817254,0.3706263664983108,0.5564876118619237,0.48133046528093765,0.3743652517018852,0.40846221797270965,0.3712701400469362,0.3176974049374035,0.24424518859433164
54,0.4644283732697494,0.4276729770543916,0.357238004438156,0.4795180014583481,0.384357324977028,0.4952244932853411,0.40279659503200504,0.3098358467168765,0.4191809776047777,0.35317610440743985,0.4226555161474287,0.4174016589186574,0.39969338813888255,0.3706202938052376,0.3029894364101759,0.4272399580402169,0.35371932104650755,0.11247209227704204,0.42702317365303555,0.37186378918676327,0.5585824224420521,0.4819937313025637,0.3745865450752799,0.40908980177540694,0.3719381960596246,0.31776213368927925,0.24653135784815697
55,0.4650363990066325,0.42806261172005555,0.3581744221855452,0.47998156711647044,0.38475442156969625,0.49524983939270695,0.4033015338628835,0.310124431322527,0.4209980391794235,0.3536257937918577,0.4244270051497425,0.4187210787693954,0.4008381599384206,0.3717796506088017,0.3039108898995474,0.42883618637636456,0.35566858447936905,0.1133037354044494,0.4285523819596368,0.37302622033444555,0.5605351197877376,0.48258315999045753,0.37472053512161224,0.4096300187829949,0.37241857592186667,0.31778469075739835,0.24876620207754457
56,0.4656287704973979,0.4284421220612342,0.3590350844759442,0.48043192742315893,0.3851704960963221,0.4952902756286604,0.4038890151854664,0.3103846913304046,0.42277587372920067,0.3540218918475755,0.4261230903170759,0.4199934208763237,0.4019514148452566,0.37289470550299425,0.3048177848918088,0.430440629700104,0.3575517694269361,0.11411060460548297,0.4300152660080748,0.37412831410696024,0.5623867556502039,0.4831030920692597,0.3748786089043353,0.4101479924972857,0.37287018543223027,0.31778510119512565,0.250962868437409
