time,T_amb,irrad
2020-06-27 00:00:00,14.28856291050317,0.0
2020-06-27 00:15:00,14.14543763207493,0.0
2020-06-27 00:30:00,14.002312353646692,0.0
2020-06-27 00:45:00,13.859187075218454,0.0
2020-06-27 01:00:00,13.716061796790214,0.0
2020-06-27 01:15:00,13.449653121251917,0.0
2020-06-27 01:30:00,13.183244445713619,0.0
2020-06-27 01:45:00,12.91683577017532,0.0
2020-06-27 02:00:00,12.650427094637022,0.0
2020-06-27 02:15:00,12.49646047746872,0.0
2020-06-27 02:30:00,12.342493860300415,0.0
2020-06-27 02:45:00,12.188527243132112,0.0
2020-06-27 03:00:00,12.03456062596381,0.0
2020-06-27 03:15:00,11.935415472042962,0.0
2020-06-27 03:30:00,11.836270318122112,0.0
2020-06-27 03:45:00,11.737125164201263,0.0
2020-06-27 04:00:00,11.637980010280415,0.0
2020-06-27 04:15:00,11.57757164886629,0.11121280484322349
2020-06-27 04:30:00,11.517163287452162,0.22242560968644698
2020-06-27 04:45:00,11.456754926038034,0.33363841452967047
2020-06-27 05:00:00,11.396346564623908,0.44485121937289396
2020-06-27 05:15:00,11.564845850705353,17.317021246216232
2020-06-27 05:30:00,11.733345136786799,34.18919127305957
2020-06-27 05:45:00,11.901844422868242,51.06136129990291
2020-06-27 06:00:00,12.070343708949688,67.93353132674625
2020-06-27 06:15:00,12.32356885030556,98.9100585413216
2020-06-27 06:30:00,12.576793991661432,129.886585755897
2020-06-27 06:45:00,12.830019133017306,160.86311297047234
2020-06-27 07:00:00,13.083244274373177,191.8396401850477
2020-06-27 07:15:00,13.397261094294365,228.91857330515734
2020-06-27 07:30:00,13.711277914215554,265.99750642526703
2020-06-27 07:45:00,14.025294734136743,303.0764395453767
2020-06-27 08:00:00,14.33931155405793,340.1553726654863
2020-06-27 08:15:00,14.67764686732539,374.7716240219316
2020-06-27 08:30:00,15.01598218059285,409.38787537837686
2020-06-27 08:45:00,15.35431749386031,444.0041267348221
2020-06-27 09:00:00,15.69265280712777,478.62037809126736
2020-06-27 09:15:00,16.007124507396203,508.8809737849106
2020-06-27 09:30:00,16.321596207664637,539.1415694785538
2020-06-27 09:45:00,16.63606790793307,569.4021651721971
2020-06-27 10:00:00,16.950539608201506,599.6627608658404
2020-06-27 10:15:00,17.23887492146897,623.5132974470272
2020-06-27 10:30:00,17.52721023473643,647.3638340282141
2020-06-27 10:45:00,17.81554554800389,671.2143706094009
2020-06-27 11:00:00,18.103880861271353,695.0649071905877
2020-06-27 11:15:00,18.345692929350623,706.957145468045
2020-06-27 11:30:00,18.587504997429896,718.8493837455023
2020-06-27 11:45:00,18.829317065509166,730.7416220229596
2020-06-27 12:00:00,19.071129133588435,742.6338603004169
2020-06-27 12:15:00,19.28237372208578,748.4319295790737
2020-06-27 12:30:00,19.493618310583123,754.2299988577304
2020-06-27 12:45:00,19.70486289908047,760.028068136387
2020-06-27 13:00:00,19.916107487577815,765.8261374150437
2020-06-27 13:15:00,20.051144668456217,761.2326874750129
2020-06-27 13:30:00,20.186181849334616,756.639237534982
2020-06-27 13:45:00,20.321219030213015,752.0457875949512
2020-06-27 14:00:00,20.456256211091418,747.4523376549204
2020-06-27 14:15:00,20.548455223028146,732.5807447598379
2020-06-27 14:30:00,20.640654234964874,717.7091518647553
2020-06-27 14:45:00,20.732853246901602,702.8375589696727
2020-06-27 15:00:00,20.82505225883833,687.9659660745903
2020-06-27 15:15:00,20.85760183334287,669.1332074932892
2020-06-27 15:30:00,20.890151407847405,650.3004489119882
2020-06-27 15:45:00,20.92270098235194,631.4676903306871
2020-06-27 16:00:00,20.95525055685648,612.634931749386
2020-06-27 16:15:00,20.934312325089962,586.6868530470044
2020-06-27 16:30:00,20.91337409332344,560.7387743446228
2020-06-27 16:45:00,20.89243586155692,534.7906956422412
2020-06-27 17:00:00,20.8714976297904,508.8426169398595
2020-06-27 17:15:00,20.77609169569936,474.08990005140214
2020-06-27 17:30:00,20.68068576160832,439.33718316294477
2020-06-27 17:45:00,20.58527982751728,404.5844662744874
2020-06-27 18:00:00,20.48987389342624,369.83174938603
2020-06-27 18:15:00,20.29455462904793,332.33698954823234
2020-06-27 18:30:00,20.099235364669617,294.8422297104346
2020-06-27 18:45:00,19.90391610029131,257.3474698726369
2020-06-27 19:00:00,19.708596835913,219.85271003483922
2020-06-27 19:15:00,19.4766818778914,186.61556256782225
2020-06-27 19:30:00,19.244766919869804,153.37841510080528
2020-06-27 19:45:00,19.01285196184821,120.14126763378835
2020-06-27 20:00:00,18.78093700382661,86.90412016677138
2020-06-27 20:15:00,18.52363167513851,65.68256725112799
2020-06-27 20:30:00,18.266326346450406,44.461014335484606
2020-06-27 20:45:00,18.0090210177623,23.23946141984122
2020-06-27 21:00:00,17.7517156890742,2.017908504197841
2020-06-27 21:15:00,17.459762436461258,1.5134313781483808
2020-06-27 21:30:00,17.167809183848313,1.0089542520989205
2020-06-27 21:45:00,16.87585593123537,0.5044771260494603
2020-06-27 22:00:00,16.58390267862243,0.0
2020-06-27 22:15:00,16.29242106916444,0.0
2020-06-27 22:30:00,16.000939459706448,0.0
2020-06-27 22:45:00,15.709457850248457,0.0
2020-06-27 23:00:00,15.417976240790466,0.0
2020-06-27 23:15:00,15.361644268661848,0.0
2020-06-27 23:30:00,15.305312296533232,0.0
2020-06-27 23:45:00,15.248980324404616,0.0
