,zone_0,zone_1,zone_2,zone_3,zone_4
1,0.07312491674705388,0.07181922950523806,0.04177105405864574,0.043976344173919255,0.0474320452181421
2,0.1121927991596532,0.12123166814048618,0.07010328767764297,0.07569227583252586,0.08065242445514866
3,0.14313031325646225,0.15749439965924875,0.09247511346647601,0.10217509105457613,0.11018155411044017
4,0.16837240073083187,0.18616505267963368,0.11249396240872486,0.12572057827743274,0.13461552097037754
5,0.1883030240538606,0.2089230512440773,0.1311552341404056,0.1474581310168412,0.1565178526670512
6,0.20663502571349057,0.22769840891506313,0.14812249239055214,0.16727970935553718,0.1753939020764703
7,0.22263230997002204,0.24387275432766733,0.16363222404522362,0.18557230415892945,0.19221323639342758
8,0.2390354401089238,0.2583203298022352,0.17779146538018728,0.2023164878505833,0.2071178274101797
9,0.2534866176452093,0.2712222655871278,0.19077903808554453,0.21778084948850188,0.22071060106652873
10,0.26615646214270794,0.28293742492587903,0.20256791332104077,0.23205625576831815,0.2330352662280723
11,0.27748150132565386,0.29350728087771577,0.2133695608251296,0.24522227170615762,0.24433519113621335
12,0.2874301162294976,0.30244710356506804,0.22341563283221347,0.25733152257668257,0.254503220600081
13,0.29611373779422484,0.3102497137719857,0.23259254055336284,0.2685105486918469,0.26383121051241765
14,0.303770743166988,0.31726192737973496,0.24098328875607444,0.27885247991012063,0.27230585165258253
15,0.3108661713770661,0.323581568001158,0.24878440929961665,0.28840808638128745,0.2799243450466713
16,0.31722438688648263,0.329398055745205,0.25599722523245244,0.29729388862454303,0.28681281040529255
17,0.32300275852768706,0.3348470470719309,0.26263205006906903,0.30558789213181886,0.29314220050453027
18,0.3285298450701035,0.3400899233523567,0.2687608679240844,0.3133040502898492,0.29908155292852623
19,0.333663772058398,0.345001332966693,0.2744504986040565,0.32047830082049694,0.30462939088182667
20,0.3382859284073832,0.34965526717963197,0.279721094382601,0.32715418888329734,0.30977681767283705
21,0.34234768626435086,0.3536232544940603,0.2848045516669593,0.3333767982937571,0.31454210223503337
22,0.34575857596691506,0.35696896834932695,0.2896621258841983,0.3391822710700789,0.31885069765709945
23,0.3488690917920097,0.36024308194027704,0.2941215137846602,0.344664953029427,0.3228444657872779
24,0.35137598233344913,0.3631280852107403,0.29826682706749486,0.34983660013728307,0.3265191181372155
25,0.353675944469693,0.36587303348093314,0.3021245269270128,0.35487913290165524,0.32994489525402554
26,0.35588505976629353,0.3687205204022864,0.3057136002154275,0.35963875884430907,0.3331982329816084
27,0.3580658249076654,0.37159131885073754,0.30906209779990645,0.3641410260393823,0.3363306446122647
28,0.3603089033196248,0.37437137728754016,0.3121038145136529,0.3684361558329809,0.3393410236677143
29,0.3624312693459155,0.3769972694709995,0.31483745784759876,0.3724651984549081,0.34217372693351067
30,0.3643497692864776,0.37943655199503973,0.31733798124584434,0.37625048560757834,0.34482693686348614
31,0.36618687041436304,0.38177494000476364,0.31964094486450706,0.37979826636800573,0.34733986938170985
32,0.3681510503137668,0.38403954364835774,0.3217944643695417,0.3831630062061004,0.3497203462429845
33,0.3701537344453078,0.3861807423766345,0.32378672506435874,0.38634999660738695,0.35199792061829593
34,0.37209938878817883,0.3881817965882257,0.32564159747355814,0.3893354861813052,0.35415548584622975
35,0.3739571212316225,0.39010545973707844,0.32740885278855036,0.3921644320458489,0.3562056534572364
36,0.37573812772404436,0.39198236665570463,0.3290296819690747,0.3948076432288844,0.3581477556918738
37,0.37743855514296465,0.39379168430018685,0.330520513566346,0.3972887117391836,0.35999609799901616
38,0.3791169771173805,0.39551985118079863,0.3319056671904664,0.39957350277329157,0.36174937810222446
39,0.38078649464413394,0.39716406374291696,0.3332114082662967,0.4016933261230622,0.3634580529180362
40,0.3823655777808158,0.3987152636088389,0.3344607230672169,0.403658995119342,0.3650800376377016
41,0.38390454240835814,0.4001716014336721,0.33565276989215453,0.4054767303503726,0.3666534191334908
42,0.38523638542169103,0.40154392721772014,0.3367875381361096,0.4071564855444369,0.3681350832114685
43,0.3864845143905987,0.4028716344339824,0.33786411814300976,0.40870876442007287,0.36952816189802323
44,0.38764202554430277,0.40416064506370425,0.33887263026036546,0.4101563335813298,0.37085451028516714
45,0.3888825810560921,0.40536266594574055,0.33983153845023145,0.41150032842229783,0.3721153097354491
46,0.3901453742851551,0.4064932855790755,0.340734313719355,0.41275128035189523,0.3733063701472981
47,0.3912189315088752,0.407556967332525,0.3415590867838879,0.41392361596514904,0.3743989886046846
48,0.39219703896811686,0.40853965834736894,0.34233412494239945,0.41502723962354354,0.37543836674714814
49,0.3930773089243398,0.4094562642195593,0.3430582039488883,0.4160484455672506,0.376392205204348
50,0.39389855904527893,0.41034111171676474,0.3437372581171588,0.41700826897924953,0.3772806932546816
51,0.3946593137127396,0.41116218621968537,0.3443625473504211,0.4179057054264802,0.3781027333502888
52,0.39541693817428814,0.4119430752475297,0.34495478938582547,0.4187461562414959,0.37889031932603395
53,0.39619161261376246,0.41264528569858155,0.3454934101076358,0.41952061784767286,0.37962438047730235
54,0.3969492278302483,0.41325357668780294,0.3459805442826307,0.420245307780327,0.3803325331929587
55,0.39766566446650226,0.4137913309208185,0.3464258684745483,0.4209176835922788,0.38101243524155454
56,0.39835064471449,0.41432149789077644,0.346821083883087,0.421531101273477,0.3816742809466319
