,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20,zone_21,zone_22,zone_23,zone_24,zone_25,zone_26,zone_27,zone_28,zone_29,zone_30,zone_31,zone_32,zone_33
11,0.29841606230987433,0.31459815800087526,0.3556880686306856,0.1657292581276852,0.2218686651097545,0.21370956186074677,0.2936634788700183,0.2982696798487003,0.2651449203477556,0.21137394502090204,0.27559334873940555,0.3131988036842458,0.1586112001500201,0.40402883059212563,0.3104062800283691,0.3645624574573334,0.16912091889140698,0.3376474223692731,0.40864666403551253,0.3849778013381989,0.35835225292443046,0.4890512388583862,0.37969056358841036,0.3671739924187676,0.34204387444289847,0.4237817988190618,0.4135864896388245,0.3796202422104916,0.3945178495841834,0.3423530048474136,0.3418307593793728,0.33709493463997314,0.4351448986060313,0.06734454873946884
12,0.30668584562902607,0.3219378843618078,0.3693083347933114,0.17390088321926425,0.23249520155226125,0.22482984816398272,0.30635437067718135,0.31205026445611583,0.2771290377790511,0.2205761269991522,0.2872971777533754,0.32432394192128605,0.16448115856259635,0.4192616079751272,0.3197366009962242,0.37768154117132147,0.17989093692252187,0.3546902172074184,0.42564413770579196,0.4027143690684637,0.3732318271069156,0.5021269337785412,0.3918147079129158,0.3856723560569606,0.3548636453210287,0.44006365696274125,0.4274951856897747,0.39337628978194406,0.4122642835074809,0.3580671044297125,0.35610625283900355,0.34606028574771813,0.44880368945376464,0.07124231461278857
13,0.3138730332807713,0.32845176740223175,0.3817938369824058,0.18172755955353265,0.24245470279308193,0.235232255757503,0.31789651851144085,0.3247769455321786,0.2881499939967863,0.22913090143066192,0.2979909715674541,0.33431411864533667,0.1696651797234132,0.43284944840866557,0.3281533077236463,0.3894438017954914,0.19016551761686554,0.3697345407508054,0.4406621080823192,0.418808890866643,0.38774947766864304,0.5146081986080819,0.40386212298943935,0.4031240513951003,0.36701217056691965,0.45601298115555433,0.44078339625777346,0.4070175931874829,0.4287815828090351,0.3734328555202712,0.3696705337486877,0.3555016004717618,0.4621522349469481,0.07494207869766639
14,0.32011681989627744,0.33430882485655333,0.3930187666493799,0.18917675110739138,0.2516633527707624,0.24499545482866197,0.32848880470471914,0.336481657364542,0.2984603285558856,0.2370477821924822,0.30787223903531336,0.34330765660386064,0.1745633853874587,0.4450045867089317,0.3355641778882633,0.40008779005518735,0.1999995894728422,0.3843216632264525,0.45372306817525004,0.43328369392577476,0.4007340519358869,0.5254036012394327,0.4145276003284475,0.4192133516017761,0.37787866024395983,0.47029487661450975,0.45301346624229016,0.41876524633721934,0.44394647498516393,0.3866673663228338,0.38192568468397564,0.3632061135085653,0.4738428618577902,0.07844629256965459
15,0.32557511274934564,0.3396021850846853,0.4031884604054385,0.1962587528036379,0.26018064329749696,0.2541844279037405,0.338152654982426,0.3472586776235311,0.30809733143224327,0.24438057370999222,0.31727989959655917,0.35156862523606275,0.1794009556381129,0.45592673121624006,0.3423430686374972,0.4098221283826651,0.20941948212201056,0.39747776672113627,0.4651740758812952,0.446608588932784,0.4134345656777596,0.5359285369045866,0.4252724084865333,0.43462519451991133,0.3885858714593005,0.48468295370268294,0.4648763454349251,0.43074889317274156,0.4586720085352246,0.400008296002156,0.39401173192945094,0.3714852033668653,0.48514398025226974,0.0817839725570439
16,0.3303421026134775,0.3445409438073185,0.4124010185936811,0.2030743228414991,0.26802639787057414,0.26283158238224025,0.3469808003545823,0.35726539745402414,0.31715305227079565,0.25122134113075967,0.3262538778759925,0.35892156232954103,0.1843237208318416,0.4657773844143682,0.3485675534409373,0.41876323466575244,0.21845073855347047,0.41008519371562735,0.4752608282698398,0.4584752324606362,0.42484913251644457,0.5451431371652906,0.4348159001453833,0.4487996855988886,0.3982585594386173,0.4970746162167066,0.4756977848061321,0.4416225266975182,0.47202430555081154,0.411734125216308,0.404987018069975,0.37839740014985,0.49533684529938543,0.08497175267989591
17,0.334511518946061,0.34903282015682624,0.42090423398511384,0.20967785584660031,0.2754590984366983,0.27100581347661296,0.3549704548028607,0.3665656956707573,0.32578199557920895,0.2575995823884348,0.3348991246642046,0.3655692439012685,0.18951746676342268,0.47474466648067015,0.35444110999036227,0.4269522668611138,0.2271197650415077,0.42156458146472475,0.4840786960301585,0.4693049914585411,0.43597083791525204,0.5542338273767655,0.4443692129350502,0.462420350702563,0.4076580066844171,0.5099251850311236,0.4862182097917616,0.4528963725367255,0.48500206392985473,0.42364407001545273,0.41565084741440605,0.38615703584028693,0.5051706127352681,0.08803285467665772
18,0.33819590602616034,0.35330532548352284,0.4285195184279796,0.21601053647283305,0.28235109790271856,0.27871847443673475,0.36227934041261656,0.37507071037111317,0.3338746203950752,0.2635422333466358,0.3431656834649067,0.37159876266986713,0.19477714556916592,0.48290295826259566,0.3598916255662942,0.4344561936768696,0.23540511845343082,0.43284883502395916,0.49175723020028583,0.4789132111772889,0.4459406127018896,0.5622039207632352,0.45258010198085863,0.4751751795401779,0.4162535269803295,0.5205891772197404,0.4957280003842777,0.46270959199791634,0.49666240299852304,0.43402028435652185,0.42526742560406555,0.3923705766716137,0.5140316899828947,0.09097448273381359
19,0.34139094620148747,0.3573503294458153,0.4353963477400361,0.222087146045263,0.28870056584001547,0.2859819670782129,0.36888956824906194,0.38286678290096565,0.3414340820985863,0.2690776011716459,0.3509805551203517,0.37709519369924627,0.20004066853946437,0.4903830197417101,0.3649562946567937,0.44133784588957464,0.243303477768277,0.44304173081332915,0.4984853671464063,0.48765655062742486,0.45574261020631457,0.5700736238556334,0.4608102972216502,0.4875440704167033,0.42461403682326043,0.531545592621699,0.5050371553267317,0.4726019681041824,0.50788406859907,0.44453003162981897,0.4346001374582257,0.3995443894318048,0.5228102536581167,0.09379906235193937
20,0.3442258574142844,0.3610502806505834,0.44153626465662155,0.227902870469471,0.29451815235862666,0.29281442986236117,0.3749202627649927,0.3900006504107284,0.3486055883944408,0.2742597732083569,0.3585408858994728,0.3821342545710304,0.20539383635827738,0.4971375898339959,0.36958939217479464,0.44769276288849097,0.25082253947466826,0.45273005350601264,0.5044311358378099,0.49529469797816555,0.4645501868527434,0.5770197843746075,0.46818213335798964,0.49901231132104407,0.43227639446091926,0.5408856935608977,0.5134900624338318,0.48145603638681944,0.5179447551677433,0.45374390293723504,0.44302687855746525,0.4053959112131785,0.5307639669710964,0.09650965361504343
21,0.3466659984899176,0.36454680687417684,0.44710516703824965,0.23343377775665816,0.29986757419882754,0.29923211361596536,0.38026426418014075,0.396498612075849,0.35519502133620945,0.27908255183983405,0.3654926702787063,0.3866459142813382,0.21039926460804892,0.5031774486402714,0.37380531356678737,0.45359177068237805,0.2579544135216783,0.46130572758920935,0.509917090815844,0.5020965928172915,0.4729908152798096,0.5837899541329398,0.4752961379030735,0.5098614353782116,0.43937807924782984,0.5500985193928093,0.5215174412883193,0.4901841476604915,0.5272751956907348,0.4625627200570696,0.45103087642448736,0.4115496966757544,0.5384474863820122,0.09910850209187815
22,0.34888382562478343,0.367905382045344,0.4521289658395792,0.23871102810202074,0.3047972084954059,0.30527897402281085,0.38513184094348674,0.40248956127461605,0.3613325763296711,0.2835773825105673,0.372024520279392,0.3907693510410954,0.21523468515031294,0.5086495968279543,0.3775336351907313,0.4589591009195479,0.2647374007045947,0.4694977154210333,0.5148486892292056,0.5081150092732358,0.4804323120397566,0.589600902419593,0.48143631104979473,0.519723027794573,0.4458710824089752,0.5579752014810234,0.5287895224663954,0.4973650791392423,0.5356743983947071,0.4701081355730531,0.4582455392224336,0.4163890577808271,0.5452665528917341,0.10160059347182206
23,0.3508924678065086,0.37065250568921837,0.456640443978945,0.24376082726600157,0.3093561533994985,0.31099141204660513,0.38949355591671647,0.40799122533725357,0.36715402077598436,0.2877727812546965,0.378430364993874,0.3945373522742315,0.22007249966911982,0.5136544883694071,0.38117932124063814,0.46391230369525593,0.2711626567866622,0.47677145510323654,0.5195582426488803,0.5135552803179698,0.4875535422507079,0.5954089617428823,0.4874592990716622,0.5289788521591315,0.4521013246097153,0.566231382848231,0.5356757509836692,0.5050183461006235,0.5437676014495451,0.477780082329297,0.46527960824368814,0.4219361429933087,0.5520737980778725,0.10400606382626054
24,0.35262397696639225,0.37354215878798336,0.46074211594031106,0.24858825027532108,0.31354948761539225,0.3164005668538001,0.393407012611334,0.413080258623885,0.37260862129915295,0.2917046085474774,0.3844311770113358,0.39798387368917043,0.22469589134093104,0.5182157214483301,0.38471891150568327,0.46853706819163793,0.27728738461141117,0.48403267385471466,0.5239972235480893,0.5182872100678586,0.49374532415556416,0.6004114372336602,0.4926019699819926,0.5373490604565548,0.4576573719267525,0.5729510484924177,0.5418635171680067,0.5113695307997357,0.5510847773568047,0.484219131326092,0.4717371858462697,0.42611965725887213,0.5580267563660761,0.10632112988018831
25,0.35431382080703006,0.3763570312414985,0.46511446302361037,0.2532274867779895,0.31753264808557097,0.32155342793799646,0.39716529165798425,0.4177813668097148,0.37771321151849974,0.29540216050399976,0.3902612977885784,0.4011321248826192,0.22934027814636396,0.5223772352271563,0.3881568390309107,0.47292425711570824,0.2831317896770257,0.4904015869432356,0.5282176478785972,0.5225451891731392,0.5000020734746073,0.605532724001251,0.4979469256536177,0.5452787196975953,0.46316389863636115,0.5799079045800456,0.5480018755192534,0.5182694471198551,0.558111944902258,0.4910592887873945,0.4780327511043808,0.4311508147672498,0.5641635964000891,0.1085692723125838
26,0.3558658519280944,0.3790546332795852,0.4686231463446525,0.2576981413814612,0.3212591950227308,0.3264908230496432,0.40055431947153336,0.4221621900886513,0.38255575348990883,0.2988933077967663,0.3960343917259809,0.4040088123497158,0.23400337786241474,0.526211858366281,0.39136660728583555,0.4770329053759776,0.288721021709601,0.49671581518175584,0.5322359831515543,0.5262055113495675,0.5054801364736672,0.6099539613430844,0.5025775158735104,0.5525730636315799,0.4681046112487611,0.5859904203508063,0.5535409143111463,0.5244656284062867,0.5645353640805264,0.4969550293720196,0.4838570673823594,0.4350659329164219,0.5695148228000236,0.11074040614157737
27,0.3574183306974228,0.3816079338787219,0.47179855605662696,0.26199292194591334,0.3247570531367756,0.3311966978755186,0.40364977852263817,0.42625772762706937,0.3871356184364927,0.30217527658456333,0.40128478262372963,0.4066241363506161,0.23830841177136697,0.5297248353985068,0.3943720160348818,0.4808840004015076,0.29405845691778865,0.5023819794829818,0.5360326981872303,0.529538828351653,0.5108604952625281,0.6143942357044633,0.5070827728260715,0.5593976060254184,0.47281493629057814,0.5918383125215518,0.5589169343841921,0.5304708446601112,0.5706160072342324,0.5027291014333483,0.48944470586324973,0.4393458965921526,0.5748145210250322,0.11283738324603185
28,0.35889084320807524,0.3840367757169442,0.47467185982628,0.2661014554890898,0.32800410079138453,0.3356754328417903,0.4064491855207598,0.4300774138221795,0.3914743683807713,0.3052862327409643,0.40623021061837694,0.40900518507701844,0.24242567474553,0.5329187608754234,0.3971957403340627,0.4844867553492146,0.2991367687497244,0.5078341930920389,0.5396520701627664,0.5324833316432694,0.5155877795007984,0.6181406407914659,0.5109656592090653,0.5656003917752502,0.4770625479384426,0.5968292529921119,0.5637271924678954,0.5352316993167583,0.5761770596355948,0.5072994911990473,0.4945804523137551,0.4425703112755995,0.5793945923177551,0.11487640871877727
29,0.36038965130580153,0.38637992240356483,0.47738018522394343,0.2700133999240374,0.33106177254797553,0.3399737056874091,0.40886249036741884,0.43364814992670586,0.3955516623703209,0.30816104334592725,0.41093366607053605,0.4111320601670267,0.24643142898054513,0.5358361848844726,0.4003095282326937,0.4878910176069399,0.3039593236074605,0.5124857277375653,0.5431590875010313,0.5351504863795137,0.5202791043059214,0.6220406073334838,0.5150240765833923,0.5714977023222125,0.4810915641234254,0.601771038291719,0.5683330797024931,0.5406354272279627,0.5813283044908594,0.5119863137735149,0.4993889827553993,0.44605386066682434,0.5839993609365948,0.11687034292785001
30,0.3618411636613782,0.3886140599098025,0.47995307515029983,0.2737511063098979,0.33392641297488035,0.34408467866276027,0.4110467608248618,0.4370000781453207,0.39942668332053943,0.31088523805243395,0.4154831906758961,0.41313889008780513,0.2503414859824316,0.5384580690688843,0.40316567062336095,0.4911029312505263,0.3085444246491011,0.517115192110848,0.5465400386087754,0.537491797861485,0.5241314903917749,0.625078370287416,0.518022449111763,0.5766676734648434,0.48456566193218575,0.6059261747760659,0.5722701191425383,0.5448220547324873,0.5860244381259713,0.515817532939312,0.5037542343037997,0.44856187053288454,0.5877823984007953,0.11881901835063798
31,0.3633190763469253,0.3907524120212083,0.4823277213148334,0.27734664552933,0.33664389567757647,0.3480345967175761,0.4130576197075703,0.4401518085564519,0.4030860319996587,0.3134964046574707,0.4198519864014564,0.41499021081263593,0.254097531051192,0.5408509246213898,0.4059526539857753,0.49416137321289716,0.3129257990817171,0.5210685684922068,0.5498101670766945,0.5396294537392147,0.5280452444578667,0.6283672482109198,0.5214312225771666,0.5817007715975137,0.48797145094504446,0.6100308129673055,0.5761840391793499,0.5494554222741194,0.5904687244630338,0.5197597823378685,0.5078731892874551,0.4513638793213513,0.5916365050278507,0.12074926808107257
32,0.364303578411946,0.392787709589016,0.48446672126447876,0.2807964601213161,0.3391874909761091,0.3517976703910575,0.41484317475342924,0.443129610529645,0.40650362226071574,0.31599582651391983,0.42405827864954504,0.41667459431498277,0.25774878887798813,0.5430028871589473,0.4083827362043314,0.49702177007984466,0.31707711580198394,0.524590727112829,0.5529532288374549,0.5415435987992039,0.5316545526095461,0.6314275645095822,0.5242786250966708,0.5863165312348811,0.49108029521931834,0.6137566516332134,0.5798363141379536,0.5533238951255931,0.5945832420618777,0.5234111384379234,0.5117094629442724,0.45401370737441793,0.5952166565924427,0.12266788752779206
33,0.365609948207258,0.3947274357021381,0.48617163766304083,0.28407380452766173,0.34155108971545844,0.35535269966587096,0.41654363858349475,0.4459034828111603,0.40973600453140757,0.31831762580204903,0.4280955121981305,0.41822993206940895,0.2612870139161904,0.5449813201618555,0.4106687390774352,0.499798348681991,0.3209998300229353,0.527968933993484,0.5559767375361102,0.5431586353524663,0.5348501971565561,0.6340243183721391,0.5267577873196633,0.5903686467664631,0.49384430585430095,0.6170427721287552,0.5831796966559916,0.5568958431850584,0.5982075755524333,0.5264730009878947,0.5150776480964018,0.45591609159133817,0.5982864164874502,0.12458594207788926
34,0.36668801273460866,0.39652294227425927,0.4878200638031572,0.28717279346356417,0.343663335346206,0.3587187388132403,0.4180971428383961,0.448488316227933,0.41276554270446975,0.3205135352601894,0.4319704240052333,0.4196742355820054,0.26472393161649593,0.5468295252702878,0.4128429357330965,0.5024577683491659,0.3246962885581492,0.5308353857857916,0.558606120137911,0.5444937266932494,0.5378483099819478,0.6365103409961428,0.5289411222485729,0.5940119508536534,0.49639609181839855,0.6202261138471469,0.5862988309296916,0.560090019456677,0.6014724891170256,0.5294788009958771,0.5182022475952748,0.45799525911775224,0.6013251373031818,0.12649626347057485
35,0.3678781005284339,0.39825191604277616,0.48958313963568845,0.29009065606080126,0.34565173971723123,0.361860959252065,0.4195237360207479,0.45095108464022765,0.41557677119622444,0.3225682755701592,0.43562814507094955,0.42110393500251303,0.26800317250230876,0.5484942166652595,0.4148685463994328,0.504996991611273,0.3281671894507084,0.5336414475275356,0.5612064737900273,0.5456133554273496,0.5405319153716239,0.6384397658516306,0.5308108949954976,0.5972319566130232,0.4986478531181779,0.6231230731599777,0.5891899988136052,0.5631212096930979,0.6042109605316198,0.5320369801586147,0.5208520729031733,0.4596315108452811,0.6039884881927952,0.12839964315220342
36,0.3690314618324391,0.39987878754534867,0.49131426029235536,0.29280025348876443,0.3475321123975763,0.3648418890520473,0.4208289953936585,0.45332985202117615,0.4181674272063047,0.3244992157860301,0.4390695672325779,0.422425992114635,0.2711438486049293,0.549956380814482,0.4167150806750157,0.5073858237332587,0.3314288437643458,0.5360644749591071,0.5637836622472827,0.5467870021250976,0.543092729282966,0.6405948880600345,0.5326158283301422,0.600416101491528,0.5007668072781662,0.6259722589858974,0.5919403458699621,0.5656769042595411,0.6067803876009861,0.5346777060320053,0.5233921375591446,0.46146775166174736,0.6068123388443026,0.1302979385984234
37,0.3701445727575554,0.4014541086392001,0.4930892678409399,0.29532208141977945,0.349299114396615,0.3677037968182247,0.4220314444670392,0.4556128068602991,0.4205689808977958,0.32628843957305437,0.4423128217186101,0.4236755014249143,0.27413590182183983,0.5514085350206165,0.4185044388718864,0.509894787682237,0.3344969273639749,0.5385003146026724,0.5662060820472128,0.5478554619581864,0.5454032841224392,0.6422941300125087,0.5340774848269882,0.6033250156079702,0.5026213746256961,0.628400669813011,0.5944690355399516,0.5680550446325395,0.6088963074238974,0.5368081496943754,0.5255382912379954,0.46278229261387405,0.6092321104443963,0.1321713549804423
38,0.37122084161293833,0.4029494210369254,0.49483258154015825,0.2977114440307888,0.3509689889264066,0.37041577123150016,0.42315953706032977,0.45788703029107414,0.4227543430156492,0.3280091944353731,0.4453668337813377,0.4246797566774586,0.2769852366457963,0.552507415732043,0.4202065569183642,0.5121785861103473,0.33739853817002385,0.5406104181835792,0.56841164029051,0.5488684579528688,0.5474729466416961,0.6440172816337666,0.5354580972680241,0.606049019327739,0.5042993048869209,0.6305778935750133,0.5967241024454875,0.5699181629734341,0.610892589666093,0.5388525684850789,0.5276800654133563,0.46404317693684277,0.6115013944152744,0.1340177674629877
39,0.3722635042158303,0.4043514164372689,0.496549165849031,0.299970570998512,0.35256486947037435,0.3730104700367358,0.4242134926544699,0.46007623038945744,0.42469833801117923,0.32967152196124216,0.44824750048992074,0.42573190615077633,0.27969815492085687,0.5537002883135841,0.42185847052442355,0.5142910746451291,0.3401561319582554,0.5422794528211512,0.5704093110373382,0.5497866109931014,0.549630840827628,0.6457471392300744,0.5370654415829751,0.608661097827776,0.5059561421497969,0.6325571493117663,0.5990600004071062,0.5719532790959709,0.6128518656826689,0.5409077972986885,0.5298478433163833,0.465273311633317,0.6136664804409787,0.13582678204735324
40,0.3732688944613315,0.4056647974027176,0.4981933278256268,0.30211861237122506,0.3540473879103793,0.3754914354256279,0.4251882992979491,0.46227688740601836,0.42649229383165443,0.33124570463859027,0.45092888561762134,0.42679792520220633,0.2822439401824687,0.5547589708416026,0.42342498386423083,0.5162779271618486,0.3427781857952187,0.5441051428567457,0.5722093770499528,0.5505651671143345,0.5512589635304708,0.6471247799954291,0.5380666259051203,0.6109607896652101,0.507349611648058,0.634010366051571,0.6010226058720813,0.5733543547244716,0.6145318703738639,0.5423950501362854,0.5317457192218666,0.46593075792133976,0.6153540380377513,0.13759584331010244
41,0.37428301516568696,0.4068931503205861,0.49976387152831203,0.3041314124269753,0.35540832683985585,0.3778630170053058,0.42611280778819655,0.46442438488287585,0.42831265753231734,0.33273562290089503,0.4534490635086277,0.4278468300511875,0.28468592829208034,0.555712394778922,0.42503568013346915,0.5181626337359779,0.3452711931976203,0.5454661893456694,0.5738803616279667,0.5513221526150721,0.5530002049824132,0.6486379349770095,0.5393321345718333,0.6131736918646395,0.5087640324109154,0.6354700524770004,0.603060782157405,0.574963590538615,0.6162956264768382,0.5440040448255363,0.5336768158224134,0.46687001852668725,0.6171613040333771,0.1393094400138972
42,0.37524580859912776,0.40803561440316727,0.5012485942240346,0.30602772506789583,0.35668871032561855,0.3801218136417068,0.42696600569466314,0.46656024525159817,0.42985643619964564,0.33416874487944587,0.4557862950460543,0.4288589305079302,0.28709072038358574,0.5566021403531913,0.4265661599233751,0.5199455927209581,0.3476396268803647,0.5469492106166117,0.5753871209253176,0.552010945251801,0.5544646920326933,0.6499464658883114,0.5401404174870887,0.6152039021034792,0.5100985357663135,0.6367580257690492,0.6048584974170736,0.5763515096932421,0.6179558204900006,0.5452710056782358,0.535522676233366,0.4675828489435727,0.6187179449074484,0.14098056688101207
43,0.37615109383857825,0.40913889802049314,0.5026813242039367,0.30780666489304864,0.35787189101049366,0.3822813757779924,0.4277220646427385,0.4686706186951044,0.4314769448176029,0.33552553084204273,0.4579803765320753,0.42985903423755506,0.2893183825622575,0.5574017728195603,0.42803788960092076,0.5216510521029506,0.34988911385898963,0.5481543849907451,0.5767790576588375,0.5526712608951507,0.5560541667010453,0.6513187422175113,0.5411948995866733,0.6171447499194407,0.5114369621543623,0.6381151062047419,0.6067572699629482,0.5778196113425109,0.6196165350843128,0.5466838678283348,0.537351755272661,0.46848999394907775,0.6203599007474041,0.14259165960733947
44,0.37700672583145783,0.4101712394102332,0.504050799818264,0.30948025307519667,0.35897311808963006,0.38434843159209015,0.42844688407494763,0.47076266227762803,0.43306888404483046,0.3368402291530085,0.4600746494554081,0.4308238325159551,0.29145107760318345,0.5581303800554818,0.4294060243374606,0.5232578271623287,0.3520320166055049,0.5494825067726549,0.5779824627698362,0.5533167077374461,0.5574469927644528,0.6525864617023717,0.5418087649121204,0.6189784103087196,0.512676987597601,0.6392946183468978,0.6084849938382784,0.5790289157455552,0.6211288088792958,0.5477292517195095,0.5390608140050839,0.46907900845915435,0.6217445943629619,0.14415194175825746
