,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11
59,0.3467341830050384,0.3476111959427128,0.4224225642408893,0.30671724322062976,0.3829436290185713,0.26270898215926203,0.3827724143167922,0.5750749003311102,0.4200143762289512,0.25866645219507023,0.2926311522883448,0.24155366929702474
60,0.3470059374854867,0.3478515137680054,0.42263271616927933,0.30850932474355935,0.38314224201937835,0.2649176626281941,0.38337749819923067,0.5759230983965979,0.4207240003584157,0.2609151471820121,0.29372593084353676,0.24315230942834584
61,0.34725404424659845,0.34808577743600516,0.4227933281117153,0.31026805216946013,0.3832989144450644,0.26708843399480875,0.38394363757559236,0.5767851078912971,0.4214648070776178,0.26311868630936125,0.2947653664296364,0.24470157997284409
62,0.347469220143054,0.3483603131833951,0.4229310591124247,0.31197983538677876,0.38343315256562804,0.26922997126198495,0.3844737660273952,0.5776596477380259,0.4222751623627276,0.2652856981185167,0.2958570635118731,0.2462050411768005
63,0.34767156364925855,0.3486327137957851,0.423047036039799,0.3136840077989749,0.3835377355308016,0.27133067429792307,0.3849591541249344,0.5785424797292141,0.4232041449638617,0.26740350975891436,0.2969208074436627,0.24764352787088809
64,0.34784012521073776,0.3489399291486455,0.4231290704196382,0.31529728031449855,0.3836033583566823,0.273312712949392,0.38539134309269873,0.5794529089353461,0.4243332876655938,0.269471758261543,0.29796717609962287,0.2490286626524185
65,0.3479716861766886,0.3492374190825939,0.42316093500074903,0.31684124028617777,0.38357996147323326,0.2751468093370133,0.3857779846001888,0.580376535110385,0.42544401652624714,0.27148765266951397,0.29890126165351905,0.2503454116732416
66,0.3480903763534316,0.3496054117463309,0.4231721018009267,0.3183527321959979,0.38352701999271743,0.2769125739885396,0.3861323710826359,0.5812973408464589,0.42654368340167154,0.27346267377593597,0.29974676418830015,0.25161084021309
67,0.34819261059447865,0.35000159655229357,0.4231911521064872,0.3198460357268208,0.3834628951109488,0.2786490039554395,0.3864664692244339,0.5822496123426099,0.42777417455793837,0.2754041750087146,0.30056059610190045,0.25283450242043776
68,0.34828222653895713,0.3504193381394201,0.4231866469652374,0.32131463370561847,0.3833696400453397,0.28037007946275916,0.3867822410438531,0.5832567675943904,0.42915916036934826,0.2773144186053196,0.3013098409779701,0.2540246398562342
69,0.3483611356263951,0.35079947198278716,0.4231535337052745,0.32277333172635897,0.38323701590589737,0.28206422638085754,0.38708689040910355,0.5842832593410507,0.4306919976075576,0.2791996929228327,0.302025800821097,0.25518492259327347
70,0.3484130479536857,0.3511873547076944,0.42311026835718935,0.3242014580279893,0.3830642258938723,0.28374713986085687,0.38737892760617854,0.585298337823276,0.43243865249734076,0.2810736534365444,0.3027133931942722,0.2563246523801872
