,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T_amb,s1,s2,s3,s4,s5,s6,s7,s8,s9,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,T1_2,T2_2,T3_2,T4_2,T5_2,T6_2,T7_2,T8_2,T9_2,T10_2,T11_2,T12_2,T_amb_2,s1_2,s2_2,s3_2,s4_2,s5_2,s6_2,s7_2,s8_2,s9_2,u1_2,u2_2,u3_2,u4_2,u5_2,u6_2,u7_2,u8_2,u9_2,u10_2,u11_2,u12_2,T1_4,T2_4,T3_4,T4_4,T5_4,T6_4,T7_4,T8_4,T9_4,T10_4,T11_4,T12_4,T_amb_4,s1_4,s2_4,s3_4,s4_4,s5_4,s6_4,s7_4,s8_4,s9_4,u1_4,u2_4,u3_4,u4_4,u5_4,u6_4,u7_4,u8_4,u9_4,u10_4,u11_4,u12_4,T1_8,T2_8,T3_8,T4_8,T5_8,T6_8,T7_8,T8_8,T9_8,T10_8,T11_8,T12_8,T_amb_8,s1_8,s2_8,s3_8,s4_8,s5_8,s6_8,s7_8,s8_8,s9_8,u1_8,u2_8,u3_8,u4_8,u5_8,u6_8,u7_8,u8_8,u9_8,u10_8,u11_8,u12_8,T1_32,T2_32,T3_32,T4_32,T5_32,T6_32,T7_32,T8_32,T9_32,T10_32,T11_32,T12_32,T_amb_32,s1_32,s2_32,s3_32,s4_32,s5_32,s6_32,s7_32,s8_32,s9_32,u1_32,u2_32,u3_32,u4_32,u5_32,u6_32,u7_32,u8_32,u9_32,u10_32,u11_32,u12_32
0,0.8745057901034179,0.0,0.04123961296144171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01758597140879192,0.0038683679239272495,0.000523310478422974,0.00012085793700677587,0.0001412192559680414,0.0001436300204499424,5.2987852878235815e-05,0.0,0.0,0.0,0.5685020338213517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006301869550631282,0.00010892539860920106,7.08955305469488e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020775967862057807,0.00012082208110709194,7.276646695261148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018406919277256717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028995115606876516,3.0748454251634217e-05,3.6641684104033984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026661527112457564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007126805460033714,0.0,0.0,0.0,0.0,2.8131065395386428e-05,0.0,0.0,0.0,0.0,0.07501110948546778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001855543850352564,0.8504109346222468,0.04420926202423388,0.023872376547150034,0.0,0.0,0.0,0.0,0.0,0.005470852259749573,0.0,0.009558636221895372,0.015607243656152079,0.0,0.0010453173051031023,0.0001881571445065526,0.00016107434791099405,0.00015818226754321082,0.00011596539671394206,0.0,0.0,0.0,0.0,0.6065933901277754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008575353216123892,8.954600605292086e-05,7.50413239565062e-05,2.1247248502278954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002246149384125739,0.00012831204626977125,6.89243650295106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007989776939432541,0.0003645914606268064,0.00011826376574300598,6.998679796920688e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016509645747611638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005141533417644022,0.0,6.029195571135878e-05,0.0,6.079706544966795e-07,5.790243107352607e-05,1.0218740859483407e-05,0.0,0.0,0.0,0.0,0.06757606064943814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.029053507986442257,0.0167667358161552,0.8937604370825224,0.0,0.024085716883080352,0.0,0.0039546140632257315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001994522144702104,0.0005854507196162788,0.000594615524092198,0.00044386655554380097,0.00023484907964769206,0.0,0.0,0.0,0.0,0.0,0.2911743014681329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019220721576600017,0.0016647927198427267,6.690612644096237e-05,2.3045176547198658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003018249261734915,0.000162714254210252,0.0,0.0,0.0,0.0,0.004264651447460008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001291086441944767,7.609989347677106e-05,4.906102201513728e-05,0.0,3.165562920501188e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038982021802645536,0.0,0.0004543559581232714,0.00011400123900038676,5.4671272462506406e-05,4.182330973258885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0038136344316451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.9614361995578625,0.0,0.0,0.0006096489146689421,0.0,0.0,0.0,0.01652646235988672,0.002233340414668212,0.0006617278287751444,0.0,0.0,0.0,5.260185630304681e-07,3.012294715135921e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10163640998823262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.799626555677772e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4698123313100318e-05,1.679469078609534e-05,2.5688429319831732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.749117912634121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001864452484629085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0005573919269469858,0.14228873268991268,0.0,0.8067685722154778,0.0,0.0004087394786403575,0.0,0.0,0.0007755633701034284,0.0,0.003197456407049201,0.0,0.0,0.0006129350525810611,5.685156780461555e-05,5.9031768344507184e-05,1.404607096498566e-05,0.0,0.003166711198199675,0.0,0.0,0.0,0.0,0.0,0.0,0.2194651614166954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019497099445013812,0.0008362285479129378,8.196907458218945e-05,2.8500847319683697e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013181615774511286,6.575499531830509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000720623660131354,7.35084741974218e-05,3.602290529721952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015501764960394232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034581437418359446,0.0,0.0,0.0,1.5748655580375928e-05,5.210970517829165e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0468195881258056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0016496022646718454,0.0,0.0,0.0,0.9847679107119568,0.0,0.0,0.000527915666032769,0.001327766636943483,0.0,8.783603487121467e-06,0.0,0.0,0.0,0.0,9.586653564120539e-08,2.2494200485940694e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10781365302845526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.744214612110935e-05,2.9610452633608615e-06,0.0,0.0,3.9393846753854495e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.357299235504508e-07,2.5224470794755497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.911154602124498e-06,6.517755393654838e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.019198752823801e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002172335588969086,0.0,6.496903555524461e-07,2.6256229986163585e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0024262662570736933,0.00329713244082269,0.0,0.0,0.0,0.0,0.9393151112471139,0.0,0.0,0.0,0.0,0.003721980570452714,0.011518810935003766,0.0,0.0003251736755976102,0.00015750187211836564,0.00014425322358550935,9.639046848388762e-05,7.370672130264698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35962037657952245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021004889083067057,4.4548216967331757e-05,3.0763660978706044e-05,1.1854808558972259e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21650979240957927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021148278775438977,8.69812718822114e-05,5.584254435545224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9983752143725087e-07,2.5172788686470365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042523026033632165,0.0,0.0,0.0,0.0,0.0,0.0020276907619206303,0.0,0.0,0.0,0.0,1.1285300292578128e-05,5.759135937588296e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009805130457434447,0.0,0.0,0.0,0.0,0.0
7,0.003370487109942029,0.0,0.0,0.0,0.0,0.0,0.0,0.9268813015761924,0.0,0.007337345663091474,0.0,0.0,0.013739774157860292,0.0,0.0010486101645692065,0.00020872264593439188,0.00019607481880955547,0.00012896333760929697,6.44011153462702e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353848736132284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006240065995511679,1.0556061844445594e-05,1.648256827453987e-05,1.1997649165034454e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21139047411867937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015761120146249948,4.1829251374512245e-05,2.740798485584608e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7877880052170136e-05,0.0,1.4626367400160605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006907841235496793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017985790833002317,0.0,0.0,0.0009202044708450224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.006545930798708322,0.0,0.011585323291420565,0.0,0.0,0.010625141506946663,0.0,0.0,0.9312789112585408,0.0,0.0007563814318010749,0.007404269894751319,0.007016018677288397,0.0,0.0033225316744870813,0.0015167708309593853,0.0012954928789005577,0.0010205620327882951,0.0004817316067093802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36990720586238535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020921624421723056,0.0003156704198915605,0.0001632316800341448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23185443225275565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012982209246894948,0.00044596861327344427,0.0002434122313505729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8668265007570008e-06,0.0,7.125981846708991e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016991897177938368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035522041058928303,0.0,0.0,0.0,0.010066984521964955,0.0,0.00046157006419219937,0.00014864573712976747,7.567729466336096e-05,0.0,0.0,2.2004424724073248e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0021712651104118497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9827610805861958,0.0,0.00011012719827921722,0.0,0.0,0.0,0.0,8.273779759523262e-06,9.279300844910816e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10858237920709503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.248123957225137e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05899214349099951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.204550017852304e-07,0.0,9.109126336882387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.750860682167325e-06,0.0,2.3062502280519343e-06,1.5744137372638252e-05,1.2291296905843198e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035591445955581234,0.0,4.46075103865951e-06,6.153366936859028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
