,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T_amb,s1,s2,s3,s4,s5,s6,s7,s8,s9,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,T1_2,T2_2,T3_2,T4_2,T5_2,T6_2,T7_2,T8_2,T9_2,T10_2,T_amb_2,s1_2,s2_2,s3_2,s4_2,s5_2,s6_2,s7_2,s8_2,s9_2,u1_2,u2_2,u3_2,u4_2,u5_2,u6_2,u7_2,u8_2,u9_2,u10_2,T1_4,T2_4,T3_4,T4_4,T5_4,T6_4,T7_4,T8_4,T9_4,T10_4,T_amb_4,s1_4,s2_4,s3_4,s4_4,s5_4,s6_4,s7_4,s8_4,s9_4,u1_4,u2_4,u3_4,u4_4,u5_4,u6_4,u7_4,u8_4,u9_4,u10_4,T1_8,T2_8,T3_8,T4_8,T5_8,T6_8,T7_8,T8_8,T9_8,T10_8,T_amb_8,s1_8,s2_8,s3_8,s4_8,s5_8,s6_8,s7_8,s8_8,s9_8,u1_8,u2_8,u3_8,u4_8,u5_8,u6_8,u7_8,u8_8,u9_8,u10_8,T1_32,T2_32,T3_32,T4_32,T5_32,T6_32,T7_32,T8_32,T9_32,T10_32,T_amb_32,s1_32,s2_32,s3_32,s4_32,s5_32,s6_32,s7_32,s8_32,s9_32,u1_32,u2_32,u3_32,u4_32,u5_32,u6_32,u7_32,u8_32,u9_32,u10_32
0,0.904185684245428,0.0,0.0,0.0,0.029056004811804467,0.007101434509042026,0.0,0.0,0.0,0.0,0.012506158221472486,0.0,0.00042206454066917717,0.0002510384441316947,0.0001872220803213005,0.00013321134930588372,0.0,0.0,0.0,0.0,0.3507932785259021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002939003857510774,6.578458375584488e-05,5.885381035801352e-05,4.2216171215730704e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014861270229563493,9.543525812840893e-06,2.785382264545074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024121381364100828,0.0,0.0,0.0,9.130476967932223e-06,1.8839163149699802e-05,3.359394057901853e-05,0.0,0.0,0.0,0.014039161250803798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.8388382346101118,0.0,0.0,0.07863378454517517,0.0,0.0061504007562837035,0.0,0.0,0.0030001816183822076,0.01592096322424463,0.0,0.0004832505376506904,0.00031912152373025877,0.000215630209077133,0.00015020958690253812,0.0,0.0,0.0,0.0,0.0,0.41199165518487485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003989042184331031,0.00011498418238859424,0.00014428113948346632,0.00012470574811914646,0.0,0.0,0.0,0.005323981666816971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001424253123014647,0.0,3.94770147044728e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007820072614165783,0.0,0.0,0.0,4.9801017449091784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.051066201463223396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.9225804505023739,0.0,0.022168699064474932,0.0009614254655407032,0.0036230120274488523,0.0,0.0,0.0028417622537394243,0.0066869501953663564,0.0,0.0015790779368486095,0.0010384845558219715,0.000784683559559595,0.0005780327115877432,0.00014144657637739822,0.0,0.0,0.0,0.0,0.0,0.2772934953970621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006792205190949411,0.0027068521295511706,0.00027920626691861774,0.00014296408021035809,3.6614385602924874e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009305637739617244,0.0002510283219655819,0.00015756392826753442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.902416962485976e-05,0.0,0.0,9.668663552761079e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036142080371086593,0.0,0.00016086793247125223,7.882085297122557e-05,3.1671403293256214e-05,1.5612921843611908e-05,4.8153372506506074e-05,0.0,0.0,0.0,0.0,0.0,0.004538419352998435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.011704347216973537,0.0,0.0,0.8883465815891147,0.04275148166344346,0.0016843020837772633,0.0,0.0,0.0010581034910467906,0.0,0.00921136183531429,0.0,0.0002752460284161318,0.0002556048115252115,0.0004622351143390842,0.0006723993840896147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3205477754167586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002019791546934072,0.00021481127545188716,0.0004941836952124794,0.0006309287292676847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545166336211998,0.0,0.0,6.430441837550362e-05,0.0,4.847027527508059e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016783442741155835,0.0,1.9824662664029107e-05,0.0,2.5912425806107823e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007434444116784655,0.0,0.0001159827470595942,0.00013701103052305872,8.59816284993501e-05,5.037977711309571e-05,6.785904664568333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.042452848963296125,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07864897281100143,0.0458881069254204,0.06554486057695028,0.05098922906718328,0.698739760703049,0.0,0.008135719495075048,0.0,0.0,0.0,0.0,0.0,0.0001537080372550177,7.781285642870934e-05,9.05815941438314e-05,7.903014286183318e-05,0.0,0.0,0.0,0.007739037136181065,0.0,0.0,0.0,0.0,0.13183497494154547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000843251001864669,0.0002242183635378491,0.0001322246042184447,8.547741039274886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038509851207289044,8.793530567493143e-05,2.0588305989332583e-05,0.0,0.0,0.0,0.00333680152582461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49513097945665e-05,8.255472263219938e-05,5.8962250324026273e-05,0.0,0.0,0.0,0.0006094027880025691,0.0,0.0,0.0,0.0,0.0,0.03297229071093635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01257045915465246,0.0,0.0,6.191981516936583e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05416021037056465,0.0,0.0,0.0,0.0,0.0
5,0.0,0.00877079157422507,0.0,0.0,0.0,0.8974222212875335,0.0,0.023073751624281522,0.00835653079626293,0.002466713592353615,0.006041779439620476,0.0,0.0007549616458621303,0.00028802550559589015,0.00028769472786241044,0.00026785176148551304,8.556426390862867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25731901455600853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009343873079779037,0.0002613305551309685,0.00021253901857628876,0.00015684726938381633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09272434793532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038553547788451435,0.00014735475942525796,0.00012259611669638873,0.00010270286163175942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3631324509315617e-05,0.0,9.185464136235907e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007890263114393227,0.0,0.0,0.0,0.0,9.432439347642113e-06,2.9877418031095975e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032425976327825026,0.0,0.0,0.0,0.0
6,0.0,0.0,0.006381495743921821,0.0,0.0,0.006365591160554283,0.9309951113252598,0.0,0.0,0.0068046211553464235,0.00821772733747306,0.0,0.0008794229483444487,0.000135041790416319,0.00013148382196785083,0.00010257490931285906,4.52387929866718e-05,0.0014432276777951794,0.0,0.00038458949444962834,0.0,0.0,0.0,0.0,0.0,0.0,0.3563407129898327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003744336756132713,4.7971076365994696e-05,4.159189030089177e-05,1.3838826621519708e-05,0.0,0.0,0.0,0.00024118062031332639,0.0,0.0,0.0,0.0,0.0,0.0,0.06953031339137651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.154579211519424e-05,5.476407334096861e-05,1.4485497592112314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.818590522451005e-05,1.4655752592920032e-05,2.971549137482542e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022810332053407704,0.0,0.0,0.0,0.003947182658999556,0.0,0.0,1.2002097593479442e-05,0.0,0.0,4.857819182097577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0005228173147803071,0.0049464220354222856,0.0,0.0,0.046940385191138474,0.0,0.899591349485768,0.0,4.714699324787965e-05,0.0037078614876624224,0.0013706740439744858,0.003014958124051945,0.001320705101205366,0.0010406084945635769,0.0007797792610273718,0.0002772848286256005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27771533383109426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020385920964328934,0.0019976929710050504,0.00030356122881163494,0.000130990851836819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08741400174342705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013627157292697544,0.0004075954636242798,0.00022841001606804825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0618373439593871e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009682001926201295,0.0,0.0,9.857174212605957e-05,7.027416247535279e-05,5.212597781884589e-05,3.309725541879754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023247821580255373,0.0,0.0
8,0.0018429771622382283,0.0,0.0,0.0,0.0,0.08728625468146049,0.0,0.0,0.8666673500379314,0.0,0.0,0.0,0.00037378091322512545,0.00024040006944103117,0.0005158007760632713,0.0007442694234051745,0.0006762216077698899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28371684422226334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003718979590539735,0.00023364707913968663,0.0003798758343032706,0.00044469813655926166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09147876041770267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.104328028722393e-05,0.0003724104312833954,0.00046054287357580586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021376872674228986,0.0,2.7032461638884845e-05,0.0,6.298771692510787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009368854077946513,0.0,0.0,0.0001801275688355146,0.00015032534580168713,0.00011156435259848836,0.00012562948202315917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02868550939847321,0.0
9,0.0,0.0,0.0002447441052933117,0.0,0.0,0.0,0.0006418462678405532,0.0,0.0,0.9841549963199085,0.0,0.0,0.0,1.0852046156721183e-05,0.0,2.4008268672044307e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126343305274638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8330546289590842e-05,3.275449589249484e-06,2.3016172857388563e-06,0.0,1.9273771426894233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030295389862020145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.763495916960952e-07,6.136481865752964e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.580054588977316e-06,1.351882756439207e-05,1.169347104213573e-05,1.2822164615803074e-05,5.733997998860498e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003730270218304257,0.0,2.0490131471600806e-05,1.1750984097037812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
