,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9
1,0.08463394533174996,0.09253537522389862,0.08034177035814115,0.07748692875487338,0.06457789535901388,0.04996335996427018,0.07066962454208937,0.05620367130206647,0.05868021650289728,0.011005659475337078
2,0.11531101082818485,0.11571963319597738,0.12957674265285393,0.09569668507118288,0.08948016209090744,0.07119945586189627,0.11646390372205857,0.08981379106044149,0.09236334385376711,0.01943570125267796
3,0.14143714705219954,0.14207327869807992,0.1698329349167309,0.12226307266765177,0.11285079516836258,0.09987573339519815,0.14812490674815698,0.12195405514888603,0.1308966456539818,0.02759840236982101
4,0.1624527760227006,0.1593225547592623,0.2030694507694995,0.13962148746359523,0.13034234095699604,0.12100199787325376,0.1751254348016246,0.14658656172032442,0.16186502068926842,0.035318363533943714
5,0.18081171689753953,0.17653975544176873,0.2311253180787283,0.15822208185856762,0.14498079896599872,0.14135581768003821,0.19652932874905812,0.1678163208317434,0.19166693258217904,0.042781602688500724
6,0.19597717867326275,0.1873732594998378,0.25410467805865083,0.1718507926981102,0.15857036666495974,0.1583230147428344,0.21369954317295764,0.1851868624955755,0.21711288866486878,0.049865679452648894
7,0.20934096452910816,0.19861796708479448,0.27402810988046233,0.1860711205817513,0.16943056202081672,0.17463125236355329,0.22751514429007616,0.20044429632492472,0.2412712493913547,0.05666426239147687
8,0.22047650298912982,0.20675557478115875,0.2906185154194032,0.1971367085537962,0.1801921029142928,0.18908537028292965,0.23929096317692403,0.21329787634311814,0.26258346468327437,0.06321471676336084
9,0.23047562385931317,0.2157900471401697,0.3049747914554864,0.20823240197966092,0.1887473697890706,0.20306949733519805,0.24982310511243108,0.22457825124976388,0.28278871618808843,0.06956325828727075
10,0.2387457460932088,0.2222512246245019,0.3171288159116792,0.21711205151912782,0.19736539435984676,0.21589392933188573,0.25745518524414696,0.2345705996938743,0.3009901555797594,0.0756681838946535
11,0.24624392205058612,0.22901067960027424,0.32813375738977557,0.2257148081021763,0.204081586575696,0.22815777022660952,0.2631397050120529,0.24374449358935202,0.3180187335300134,0.08158152297072482
12,0.2523842715666493,0.2344473818146195,0.337474192923354,0.23250640428037989,0.2108210374674991,0.23957533737791697,0.2687321062396097,0.25188779561737384,0.33334310209359297,0.08727778319522422
13,0.2582597349911062,0.24031449067822508,0.3458891062006126,0.23904973908382082,0.21634131262018189,0.25040324374522427,0.2739367486409469,0.25928259514181434,0.34762891885250863,0.09284234506804989
14,0.2630590861710932,0.24546295854958125,0.35338381241892775,0.244356932189377,0.22202774740441675,0.2605163623746036,0.2789055897660859,0.2660231396792301,0.3605804114314574,0.09822229812150256
15,0.2673177073956746,0.25114994340643376,0.3605008979332531,0.24963659979924696,0.22691787604540628,0.27010076678791695,0.2838516368159231,0.2723531742178056,0.3726576966058989,0.10342941946933568
