,zone_0,zone_1,zone_2,zone_3,zone_4
1,0.08865990625808698,0.0701627960742656,0.09987981676903404,0.08763881389643718,0.07429498552355562
2,0.12096852013791586,0.1058464521358132,0.16214870178543775,0.13802194141594457,0.11452004756210761
3,0.14979406326594996,0.12875276059362364,0.20621894146414288,0.17320314995616448,0.14471463100016083
4,0.1731813718753803,0.14951858653225653,0.239956273432123,0.19910885137716344,0.16709084551948664
5,0.1940896331547285,0.1655560298606265,0.26646910756926234,0.21968427401426668,0.18462874230815318
6,0.21148310680295473,0.17884966624835041,0.28695036092789455,0.2363935622529401,0.19896871449055006
7,0.22724212570260688,0.19062973457133206,0.3032197322037689,0.2512291286251273,0.21122553371698402
8,0.2407899117868268,0.2010771852394446,0.31689869194949777,0.26432786009054116,0.2222272043487342
9,0.25267662584823786,0.2105100045312869,0.3288493124251214,0.2758915919952319,0.23209087212871177
10,0.2630497900041067,0.2191696872371121,0.33965424666980765,0.2859056061468447,0.24120223854412343
11,0.2720433176911438,0.2271560926565144,0.34913933651563944,0.294538485332046,0.24925019204907609
12,0.27994118281705865,0.23436927949106315,0.3566335182344631,0.30155333426136055,0.2563075015419896
13,0.28671474234589706,0.24097433990674397,0.36257698625923723,0.306947714530934,0.26211949221482544
14,0.29244625996072443,0.24672485151186524,0.3672739766292803,0.31115371301657063,0.2670039744142936
15,0.2975313392941726,0.25177392139785176,0.371284030768797,0.3146778268719635,0.27087550566955243
16,0.3016948764856568,0.2563843802378552,0.37485061539072156,0.3179935534954566,0.2744792194635384
17,0.3052958248980081,0.26056582175899196,0.3780292707027994,0.3212228851974819,0.2777590923833516
18,0.3083986151766969,0.26426104627972974,0.38084976817873206,0.3244162920531763,0.28098473171715455
19,0.31109172944141356,0.2675788125876646,0.38339430913382955,0.32733845317698407,0.2838790859019839
20,0.3134491619468337,0.2706447761933378,0.38571213805259996,0.3299374931818815,0.2865328217065853
21,0.31568905954801957,0.2732962431090394,0.38774751855504624,0.33216416601217125,0.28893897826140874
22,0.31754535441442105,0.2757338036512531,0.3895936699125768,0.33408330527712066,0.2910963807159289
23,0.3192355242851833,0.2781031135431599,0.39154497560393964,0.33589309743979806,0.2930271756934997
24,0.3207288269916689,0.28043442736120344,0.3935115854885324,0.33762835488664283,0.2947711350449696
25,0.32197087300941196,0.28266192754534114,0.39530424934711933,0.3393388726538687,0.2964056482221916
