,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9
1,0.08608712181580677,0.08415940704183378,0.08488281449651866,0.11403973866231726,0.09521164817582305,0.06278492558509316,0.051157191108723306,0.06311957631597515,0.06339018419415494,0.014577807257460313
2,0.10648154277164434,0.10976473289851317,0.11267210207295572,0.1836563296845379,0.12807000730697246,0.11303217034104202,0.09468859815734613,0.11124831720385624,0.11296533020885965,0.026237205023501613
3,0.13512262508554002,0.14186568491809412,0.14415404317477046,0.24664272393898629,0.15293320705332705,0.15807547282322904,0.13230012265380703,0.15313324807495218,0.15561167406707013,0.03710929499325152
4,0.16116748027322997,0.1726291244048885,0.17613714512664805,0.3017978020692277,0.1740069216500248,0.19611475031679018,0.16516201933447233,0.18971933521616755,0.19088233310509958,0.04724203001970033
5,0.18278009001918372,0.1973415681606757,0.20191983401842623,0.34868710445363993,0.19483795603759194,0.22966910612126729,0.1945466591900507,0.2219636090075776,0.22153373695694284,0.05687089843360233
6,0.20341992565199615,0.2209163983877506,0.22645101459347472,0.389933309755525,0.21293266388270193,0.2595319359322579,0.221236039565196,0.25064531424863273,0.24879197466682404,0.06600653828398348
7,0.22191336387490607,0.24234537967388847,0.24885857913363774,0.4262535606030079,0.2295365218106616,0.28709031535492296,0.24560510246337833,0.2767936497314018,0.2737138609024889,0.07470844582099978
8,0.23823717564229407,0.2604238105706603,0.2686558625234935,0.45789557706638273,0.24668766512476067,0.31244138848261405,0.2678026219307031,0.30075446767456354,0.29676475460975216,0.08298075809293624
9,0.2540221506999483,0.2784898539596592,0.2883004301884355,0.48618107169211905,0.26048088174635864,0.33616941772351633,0.28801968772768965,0.32303459332810963,0.3181752925022975,0.09092934374871565
10,0.26732868431789714,0.293409201460681,0.3049321605841165,0.510867016269468,0.27523371354929854,0.3580822988532712,0.3064579233735828,0.34347542167177225,0.33806329068460395,0.09852049148133812
11,0.2800954930750568,0.3074841913098368,0.32061977454663926,0.53279652181678,0.2879852868084354,0.3784104489301921,0.3232665606054698,0.3623059439984313,0.35646671656335427,0.10581678122505325
